concept,seed,prompt,clip_prompt_alignment,rgb_std,image_path
dog,44,a photo of a dog,0.2778148651123047,0.24086502194404602,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/feasibility/dog/seed_44.png
dog,45,a photo of a dog,0.27261337637901306,0.19655974209308624,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/feasibility/dog/seed_45.png
dog,46,a photo of a dog,0.25717827677726746,0.19509831070899963,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/feasibility/dog/seed_46.png
dog,47,a photo of a dog,0.2794969379901886,0.2520310878753662,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/feasibility/dog/seed_47.png
dog,48,a photo of a dog,0.26754456758499146,0.23528580367565155,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/feasibility/dog/seed_48.png
dog,49,a photo of a dog,0.2702980637550354,0.21900665760040283,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/feasibility/dog/seed_49.png
dog,50,a photo of a dog,0.26718220114707947,0.2551897168159485,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/feasibility/dog/seed_50.png
dog,51,a photo of a dog,0.28464487195014954,0.229268416762352,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/feasibility/dog/seed_51.png
helicopter,42,a photo of a helicopter,0.28046348690986633,0.24148908257484436,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/feasibility/helicopter/seed_42.png
helicopter,43,a photo of a helicopter,0.3051999509334564,0.2555530369281769,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/feasibility/helicopter/seed_43.png
helicopter,44,a photo of a helicopter,0.2925674319267273,0.2900741696357727,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/feasibility/helicopter/seed_44.png
helicopter,45,a photo of a helicopter,0.3024046719074249,0.19590534269809723,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/feasibility/helicopter/seed_45.png
helicopter,46,a photo of a helicopter,0.286436527967453,0.15349332988262177,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/feasibility/helicopter/seed_46.png
helicopter,47,a photo of a helicopter,0.30732592940330505,0.14882808923721313,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/feasibility/helicopter/seed_47.png
helicopter,48,a photo of a helicopter,0.28493383526802063,0.2614212930202484,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/feasibility/helicopter/seed_48.png
helicopter,49,a photo of a helicopter,0.2963065803050995,0.14972369372844696,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/feasibility/helicopter/seed_49.png
helicopter,50,a photo of a helicopter,0.2915399968624115,0.2308332771062851,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/feasibility/helicopter/seed_50.png
helicopter,51,a photo of a helicopter,0.285332590341568,0.3199806213378906,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/feasibility/helicopter/seed_51.png
castle,42,a photo of a castle,0.28804299235343933,0.2404192090034485,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/feasibility/castle/seed_42.png
castle,43,a photo of a castle,0.28410375118255615,0.2680927813053131,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/feasibility/castle/seed_43.png
castle,44,a photo of a castle,0.28676432371139526,0.2400858998298645,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/feasibility/castle/seed_44.png
castle,45,a photo of a castle,0.2895268201828003,0.1859651803970337,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/feasibility/castle/seed_45.png
castle,46,a photo of a castle,0.30033475160598755,0.1813938319683075,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/feasibility/castle/seed_46.png
castle,47,a photo of a castle,0.30162525177001953,0.21680079400539398,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/feasibility/castle/seed_47.png
castle,48,a photo of a castle,0.30177977681159973,0.2510870397090912,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/feasibility/castle/seed_48.png
castle,49,a photo of a castle,0.29582712054252625,0.22532472014427185,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/feasibility/castle/seed_49.png
castle,50,a photo of a castle,0.29437127709388733,0.2509481906890869,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/feasibility/castle/seed_50.png
castle,51,a photo of a castle,0.3070521354675293,0.26960989832878113,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/feasibility/castle/seed_51.png
car,42,a photo of a car,0.24334213137626648,0.2399887591600418,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/feasibility/car/seed_42.png
car,43,a photo of a car,0.28767716884613037,0.268962562084198,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/feasibility/car/seed_43.png
car,44,a photo of a car,0.26162946224212646,0.20283851027488708,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/feasibility/car/seed_44.png
car,45,a photo of a car,0.2467934936285019,0.2695765197277069,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/feasibility/car/seed_45.png
car,46,a photo of a car,0.28668150305747986,0.23431040346622467,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/feasibility/car/seed_46.png
car,47,a photo of a car,0.23340345919132233,0.33882588148117065,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/feasibility/car/seed_47.png
car,48,a photo of a car,0.24481408298015594,0.2597213089466095,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/feasibility/car/seed_48.png
car,49,a photo of a car,0.23955336213111877,0.3120081424713135,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/feasibility/car/seed_49.png
car,50,a photo of a car,0.23536278307437897,0.2646663784980774,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/feasibility/car/seed_50.png
car,51,a photo of a car,0.24612414836883545,0.28634485602378845,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/feasibility/car/seed_51.png
piano,42,a photo of a piano,0.29823896288871765,0.25822681188583374,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/feasibility/piano/seed_42.png
piano,43,a photo of a piano,0.3015844523906708,0.3539983928203583,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/feasibility/piano/seed_43.png
piano,44,a photo of a piano,0.28651905059814453,0.3145354986190796,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/feasibility/piano/seed_44.png
piano,45,a photo of a piano,0.2938517928123474,0.32000577449798584,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/feasibility/piano/seed_45.png
piano,46,a photo of a piano,0.30739811062812805,0.23411312699317932,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/feasibility/piano/seed_46.png
piano,47,a photo of a piano,0.3052498400211334,0.40674641728401184,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/feasibility/piano/seed_47.png
piano,48,a photo of a piano,0.3037920892238617,0.30547359585762024,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/feasibility/piano/seed_48.png
piano,49,a photo of a piano,0.31251704692840576,0.27599719166755676,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/feasibility/piano/seed_49.png
piano,50,a photo of a piano,0.3057052791118622,0.28999215364456177,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/feasibility/piano/seed_50.png
piano,51,a photo of a piano,0.28566813468933105,0.35877785086631775,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/feasibility/piano/seed_51.png
