method,target,anchor,seed,target_similarity,own_anchor_similarity,best_other_anchor_similarity,correspondence_margin,predicted_anchor_index,own_anchor_top1,predicted_anchor,image_path
original,guitar,piano,43,0.30132943391799927,0.19571194052696228,0.1821182668209076,0.013593673706054688,1,True,piano,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/feasibility/guitar/seed_43.png
original,guitar,piano,44,0.3137611150741577,0.21269451081752777,0.20489512383937836,0.007799386978149414,1,True,piano,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/feasibility/guitar/seed_44.png
original,guitar,piano,45,0.2922535240650177,0.19613802433013916,0.17243315279483795,0.02370487153530121,1,True,piano,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/feasibility/guitar/seed_45.png
original,guitar,piano,46,0.30323922634124756,0.2263564020395279,0.20568785071372986,0.020668551325798035,1,True,piano,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/feasibility/guitar/seed_46.png
original,guitar,piano,47,0.30235326290130615,0.21802014112472534,0.18499234318733215,0.03302779793739319,1,True,piano,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/feasibility/guitar/seed_47.png
original,guitar,piano,48,0.30267706513404846,0.2078997790813446,0.1806165874004364,0.027283191680908203,1,True,piano,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/feasibility/guitar/seed_48.png
original,guitar,piano,49,0.31208536028862,0.21494115889072418,0.1809379905462265,0.03400316834449768,1,True,piano,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/feasibility/guitar/seed_49.png
original,guitar,piano,50,0.30801790952682495,0.2129133641719818,0.2006763219833374,0.01223704218864441,1,True,piano,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/feasibility/guitar/seed_50.png
original,guitar,piano,51,0.30869773030281067,0.21462535858154297,0.21295443177223206,0.001670926809310913,1,True,piano,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/feasibility/guitar/seed_51.png
single_subspace,cat,dog,42,0.20849815011024475,0.28122764825820923,0.17899306118488312,0.10223458707332611,0,True,dog,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/single_pair/cat_to_dog/single_subspace_cat_to_dog/seed_42.png
single_subspace,cat,dog,43,0.19922366738319397,0.2684611678123474,0.17514531314373016,0.09331585466861725,0,True,dog,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/single_pair/cat_to_dog/single_subspace_cat_to_dog/seed_43.png
single_subspace,cat,dog,44,0.1914275586605072,0.26258257031440735,0.16836866736412048,0.09421390295028687,0,True,dog,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/single_pair/cat_to_dog/single_subspace_cat_to_dog/seed_44.png
single_subspace,cat,dog,45,0.20958112180233002,0.27873942255973816,0.17566199600696564,0.10307742655277252,0,True,dog,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/single_pair/cat_to_dog/single_subspace_cat_to_dog/seed_45.png
single_subspace,cat,dog,46,0.20877273380756378,0.2708124816417694,0.17598626017570496,0.09482622146606445,0,True,dog,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/single_pair/cat_to_dog/single_subspace_cat_to_dog/seed_46.png
single_subspace,cat,dog,47,0.1952170580625534,0.27046364545822144,0.17408105731010437,0.09638258814811707,0,True,dog,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/single_pair/cat_to_dog/single_subspace_cat_to_dog/seed_47.png
single_subspace,cat,dog,48,0.21095341444015503,0.2786068320274353,0.17252902686595917,0.10607780516147614,0,True,dog,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/single_pair/cat_to_dog/single_subspace_cat_to_dog/seed_48.png
single_subspace,cat,dog,49,0.24627813696861267,0.2803756892681122,0.20168133080005646,0.07869435846805573,0,True,dog,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/single_pair/cat_to_dog/single_subspace_cat_to_dog/seed_49.png
single_subspace,cat,dog,50,0.19990938901901245,0.27018922567367554,0.17907144129276276,0.09111778438091278,0,True,dog,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/single_pair/cat_to_dog/single_subspace_cat_to_dog/seed_50.png
single_subspace,cat,dog,51,0.19508469104766846,0.2573094367980957,0.1721123903989792,0.08519704639911652,0,True,dog,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/single_pair/cat_to_dog/single_subspace_cat_to_dog/seed_51.png
single_subspace,guitar,piano,42,0.2135743498802185,0.24286861717700958,0.18557094037532806,0.05729767680168152,1,True,piano,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/single_pair/guitar_to_piano/single_subspace_guitar_to_piano/seed_42.png
single_subspace,guitar,piano,43,0.20666444301605225,0.2167002260684967,0.2031838297843933,0.013516396284103394,1,True,piano,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/single_pair/guitar_to_piano/single_subspace_guitar_to_piano/seed_43.png
single_subspace,guitar,piano,44,0.21065843105316162,0.22526663541793823,0.1971508264541626,0.028115808963775635,1,True,piano,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/single_pair/guitar_to_piano/single_subspace_guitar_to_piano/seed_44.png
single_subspace,guitar,piano,45,0.20411370694637299,0.21997828781604767,0.19050322473049164,0.02947506308555603,1,True,piano,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/single_pair/guitar_to_piano/single_subspace_guitar_to_piano/seed_45.png
single_subspace,guitar,piano,46,0.24467122554779053,0.24418318271636963,0.2329792082309723,0.011203974485397339,1,True,piano,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/single_pair/guitar_to_piano/single_subspace_guitar_to_piano/seed_46.png
single_subspace,guitar,piano,47,0.24102473258972168,0.27070796489715576,0.21269597113132477,0.058011993765830994,1,True,piano,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/single_pair/guitar_to_piano/single_subspace_guitar_to_piano/seed_47.png
single_subspace,guitar,piano,48,0.1999003142118454,0.20831318199634552,0.21786193549633026,-0.009548753499984741,0,False,dog,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/single_pair/guitar_to_piano/single_subspace_guitar_to_piano/seed_48.png
single_subspace,guitar,piano,49,0.22219429910182953,0.24629071354866028,0.22004762291908264,0.026243090629577637,1,True,piano,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/single_pair/guitar_to_piano/single_subspace_guitar_to_piano/seed_49.png
single_subspace,guitar,piano,50,0.2035888433456421,0.22592630982398987,0.19176842272281647,0.0341578871011734,1,True,piano,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/single_pair/guitar_to_piano/single_subspace_guitar_to_piano/seed_50.png
single_subspace,guitar,piano,51,0.232222318649292,0.23880532383918762,0.2074955701828003,0.03130975365638733,1,True,piano,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/single_pair/guitar_to_piano/single_subspace_guitar_to_piano/seed_51.png
joint_subspace_n2,cat,dog,42,0.21784283220767975,0.2865564823150635,0.18555259704589844,0.10100388526916504,0,True,dog,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/joint_n2/cat_to_dog/joint_subspace_n2/seed_42.png
joint_subspace_n2,cat,dog,43,0.1988796442747116,0.2657357454299927,0.1701166182756424,0.09561912715435028,0,True,dog,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/joint_n2/cat_to_dog/joint_subspace_n2/seed_43.png
joint_subspace_n2,cat,dog,44,0.1915547251701355,0.2623751759529114,0.16810373961925507,0.09427143633365631,0,True,dog,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/joint_n2/cat_to_dog/joint_subspace_n2/seed_44.png
joint_subspace_n2,cat,dog,45,0.2098221480846405,0.27704373002052307,0.17695456743240356,0.1000891625881195,0,True,dog,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/joint_n2/cat_to_dog/joint_subspace_n2/seed_45.png
joint_subspace_n2,cat,dog,46,0.2208375185728073,0.2810673117637634,0.17804859578609467,0.10301871597766876,0,True,dog,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/joint_n2/cat_to_dog/joint_subspace_n2/seed_46.png
joint_subspace_n2,cat,dog,47,0.19645971059799194,0.27090898156166077,0.17743058502674103,0.09347839653491974,0,True,dog,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/joint_n2/cat_to_dog/joint_subspace_n2/seed_47.png
joint_subspace_n2,cat,dog,48,0.20978659391403198,0.2799557149410248,0.1788043975830078,0.10115131735801697,0,True,dog,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/joint_n2/cat_to_dog/joint_subspace_n2/seed_48.png
joint_subspace_n2,cat,dog,49,0.22093446552753448,0.27606111764907837,0.18224887549877167,0.0938122421503067,0,True,dog,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/joint_n2/cat_to_dog/joint_subspace_n2/seed_49.png
joint_subspace_n2,cat,dog,50,0.19988253712654114,0.27062085270881653,0.17780086398124695,0.09281998872756958,0,True,dog,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/joint_n2/cat_to_dog/joint_subspace_n2/seed_50.png
joint_subspace_n2,cat,dog,51,0.2011733055114746,0.2609690725803375,0.16408099234104156,0.09688808023929596,0,True,dog,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/joint_n2/cat_to_dog/joint_subspace_n2/seed_51.png
joint_subspace_n2,guitar,piano,42,0.23370304703712463,0.25486525893211365,0.21531963348388672,0.03954562544822693,1,True,piano,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/joint_n2/guitar_to_piano/joint_subspace_n2/seed_42.png
joint_subspace_n2,guitar,piano,43,0.22292548418045044,0.23495988547801971,0.22757552564144135,0.007384359836578369,1,True,piano,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/joint_n2/guitar_to_piano/joint_subspace_n2/seed_43.png
joint_subspace_n2,guitar,piano,44,0.20377454161643982,0.2097962349653244,0.19411475956439972,0.015681475400924683,1,True,piano,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/joint_n2/guitar_to_piano/joint_subspace_n2/seed_44.png
joint_subspace_n2,guitar,piano,45,0.22438114881515503,0.24037505686283112,0.21216751635074615,0.02820754051208496,1,True,piano,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/joint_n2/guitar_to_piano/joint_subspace_n2/seed_45.png
joint_subspace_n2,guitar,piano,46,0.23860737681388855,0.24076904356479645,0.21623575687408447,0.024533286690711975,1,True,piano,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/joint_n2/guitar_to_piano/joint_subspace_n2/seed_46.png
joint_subspace_n2,guitar,piano,47,0.2183939665555954,0.24588912725448608,0.19391122460365295,0.05197790265083313,1,True,piano,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/joint_n2/guitar_to_piano/joint_subspace_n2/seed_47.png
joint_subspace_n2,guitar,piano,48,0.21697726845741272,0.22945058345794678,0.20660455524921417,0.022846028208732605,1,True,piano,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/joint_n2/guitar_to_piano/joint_subspace_n2/seed_48.png
joint_subspace_n2,guitar,piano,49,0.21515540778636932,0.23803308606147766,0.2151436060667038,0.022889479994773865,1,True,piano,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/joint_n2/guitar_to_piano/joint_subspace_n2/seed_49.png
joint_subspace_n2,guitar,piano,50,0.2098320722579956,0.2201816886663437,0.2169286161661148,0.003253072500228882,1,True,piano,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/joint_n2/guitar_to_piano/joint_subspace_n2/seed_50.png
joint_subspace_n2,guitar,piano,51,0.24537824094295502,0.2364376187324524,0.2245299518108368,0.0119076669216156,1,True,piano,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/joint_n2/guitar_to_piano/joint_subspace_n2/seed_51.png
joint_vector_eq6_n2,cat,dog,42,0.2326372116804123,0.2869614064693451,0.1684161275625229,0.1185452789068222,0,True,dog,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/joint_n2/cat_to_dog/joint_vector_eq6_n2/seed_42.png
joint_vector_eq6_n2,cat,dog,43,0.2407720685005188,0.289428174495697,0.17780429124832153,0.11162388324737549,0,True,dog,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/joint_n2/cat_to_dog/joint_vector_eq6_n2/seed_43.png
joint_vector_eq6_n2,cat,dog,44,0.1955167055130005,0.26196157932281494,0.16315732896327972,0.09880425035953522,0,True,dog,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/joint_n2/cat_to_dog/joint_vector_eq6_n2/seed_44.png
joint_vector_eq6_n2,cat,dog,45,0.2055501937866211,0.2695082426071167,0.1668940633535385,0.10261417925357819,0,True,dog,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/joint_n2/cat_to_dog/joint_vector_eq6_n2/seed_45.png
joint_vector_eq6_n2,cat,dog,46,0.20892569422721863,0.27226522564888,0.18336619436740875,0.08889903128147125,0,True,dog,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/joint_n2/cat_to_dog/joint_vector_eq6_n2/seed_46.png
joint_vector_eq6_n2,cat,dog,47,0.2019793838262558,0.2659139931201935,0.16137394309043884,0.10454005002975464,0,True,dog,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/joint_n2/cat_to_dog/joint_vector_eq6_n2/seed_47.png
joint_vector_eq6_n2,cat,dog,48,0.21454086899757385,0.2788366377353668,0.18283069133758545,0.09600594639778137,0,True,dog,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/joint_n2/cat_to_dog/joint_vector_eq6_n2/seed_48.png
joint_vector_eq6_n2,cat,dog,49,0.24079187214374542,0.2967589795589447,0.2102305293083191,0.08652845025062561,0,True,dog,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/joint_n2/cat_to_dog/joint_vector_eq6_n2/seed_49.png
joint_vector_eq6_n2,cat,dog,50,0.21096119284629822,0.2642020881175995,0.1867915242910385,0.07741056382656097,0,True,dog,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/joint_n2/cat_to_dog/joint_vector_eq6_n2/seed_50.png
joint_vector_eq6_n2,cat,dog,51,0.205032616853714,0.26380228996276855,0.18255729973316193,0.08124499022960663,0,True,dog,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/joint_n2/cat_to_dog/joint_vector_eq6_n2/seed_51.png
joint_vector_eq6_n2,guitar,piano,42,0.22895516455173492,0.3083741068840027,0.1854977011680603,0.12287640571594238,1,True,piano,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/joint_n2/guitar_to_piano/joint_vector_eq6_n2/seed_42.png
joint_vector_eq6_n2,guitar,piano,43,0.23163039982318878,0.3114287555217743,0.1964816302061081,0.1149471253156662,1,True,piano,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/joint_n2/guitar_to_piano/joint_vector_eq6_n2/seed_43.png
joint_vector_eq6_n2,guitar,piano,44,0.23015114665031433,0.29274559020996094,0.20050108432769775,0.09224450588226318,1,True,piano,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/joint_n2/guitar_to_piano/joint_vector_eq6_n2/seed_44.png
joint_vector_eq6_n2,guitar,piano,45,0.2343715876340866,0.3162805736064911,0.19651766121387482,0.11976291239261627,1,True,piano,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/joint_n2/guitar_to_piano/joint_vector_eq6_n2/seed_45.png
joint_vector_eq6_n2,guitar,piano,46,0.3015868663787842,0.2551668584346771,0.19098886847496033,0.0641779899597168,1,True,piano,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/joint_n2/guitar_to_piano/joint_vector_eq6_n2/seed_46.png
joint_vector_eq6_n2,guitar,piano,47,0.23456096649169922,0.3133930563926697,0.19440503418445587,0.1189880222082138,1,True,piano,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/joint_n2/guitar_to_piano/joint_vector_eq6_n2/seed_47.png
joint_vector_eq6_n2,guitar,piano,48,0.236819788813591,0.3036353886127472,0.1966955065727234,0.1069398820400238,1,True,piano,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/joint_n2/guitar_to_piano/joint_vector_eq6_n2/seed_48.png
joint_vector_eq6_n2,guitar,piano,49,0.22026339173316956,0.3044974207878113,0.19540271162986755,0.10909470915794373,1,True,piano,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/joint_n2/guitar_to_piano/joint_vector_eq6_n2/seed_49.png
joint_vector_eq6_n2,guitar,piano,50,0.23757529258728027,0.3095710277557373,0.1998986452817917,0.10967238247394562,1,True,piano,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/joint_n2/guitar_to_piano/joint_vector_eq6_n2/seed_50.png
joint_vector_eq6_n2,guitar,piano,51,0.2299262434244156,0.30171439051628113,0.1924067586660385,0.10930763185024261,1,True,piano,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/official_subspace/images/joint_n2/guitar_to_piano/joint_vector_eq6_n2/seed_51.png
