edit_seed,variant,concept,sample_index,relative_image_path,size_bytes,sha256
20260820,constant_mean,pug,1,seeds/20260820/evaluation/constant_mean/images/pug/0001.png,419489,f20fc190c4bb19f20be9755046bff3cbb9fa9c99ca5532410ec0115f29c7a221
20260820,shuffled,golden retriever,0,seeds/20260820/evaluation/shuffled/images/golden_retriever/0000.png,419967,ee0279e107ee45ad197a9ca4611982a50c5c6d17fb6b9c84b44f656e5313a449
20260820,shuffled,golden retriever,1,seeds/20260820/evaluation/shuffled/images/golden_retriever/0001.png,449305,baec68b633d198703af2eef869067ea79cd21e9dc426ac23e7c90df0b51dde7d
20260820,shuffled,labrador retriever,0,seeds/20260820/evaluation/shuffled/images/labrador_retriever/0000.png,472790,07a0b73f1bc81c2aaee1897e98b70eceb437c698cbd8223703c608330e6182f9
20260820,shuffled,labrador retriever,1,seeds/20260820/evaluation/shuffled/images/labrador_retriever/0001.png,399939,6d3d4572896ea6675e722337840291bdebdcd1e298e2676cf0076cf7626244c5
20260820,shuffled,german shepherd,0,seeds/20260820/evaluation/shuffled/images/german_shepherd/0000.png,452527,03f1cb3581c26ad5331f48c3b8e9d9777246947d1c2ed1863c9cd2949d000ab1
20260820,shuffled,german shepherd,1,seeds/20260820/evaluation/shuffled/images/german_shepherd/0001.png,427069,aebc078a902abaa0ee9c391659673351e48aab5a72c4b744b678715578a707c8
20260820,shuffled,chesapeake bay retriever,0,seeds/20260820/evaluation/shuffled/images/chesapeake_bay_retriever/0000.png,418685,782b9217737b10ef2c4b9dad032ae4c72c249c659fe011f08a9b8dcd61e93934
20260820,shuffled,chesapeake bay retriever,1,seeds/20260820/evaluation/shuffled/images/chesapeake_bay_retriever/0001.png,419744,953af7425b8370c704a1599e6be4f58f2a5a4b8e42a2684e630bc1c239c656f1
20260820,shuffled,pug,0,seeds/20260820/evaluation/shuffled/images/pug/0000.png,448526,0230a84feef5a036f2112b1043569b6139b3a8c3207fe36e657538404c7c8bd6
20260820,shuffled,pug,1,seeds/20260820/evaluation/shuffled/images/pug/0001.png,419212,603db3af46d35e1d38a1dc4255d8d5299824dc58887704504d2b6018ebd7434e
20260820,shuffled_alt1,golden retriever,0,seeds/20260820/evaluation/shuffled_alt1/images/golden_retriever/0000.png,419741,e0f4a6d04e479b89afd888315584c99fbb8f395cadceff0b8f08ca96bf986210
20260820,shuffled_alt1,golden retriever,1,seeds/20260820/evaluation/shuffled_alt1/images/golden_retriever/0001.png,448551,c428c1edac38e3cd1c393aaa84758ef7597c79984b0dfbbd3140a35b9f94908d
20260820,shuffled_alt1,labrador retriever,0,seeds/20260820/evaluation/shuffled_alt1/images/labrador_retriever/0000.png,472446,faf1b520aae18b12e32821128cad95a43fecba65ced10d2bae550374bf3ff2bc
20260820,shuffled_alt1,labrador retriever,1,seeds/20260820/evaluation/shuffled_alt1/images/labrador_retriever/0001.png,400151,387a0ff9c063e9f9a45bbd7a8a470c56fe8548b5429b4f6b45a9e3d60773e924
20260820,shuffled_alt1,german shepherd,0,seeds/20260820/evaluation/shuffled_alt1/images/german_shepherd/0000.png,452559,9c1ec97218c08d1ad827a00fa6ec963542197856bf5ea4d5932ed3e51c7bd24a
20260820,shuffled_alt1,german shepherd,1,seeds/20260820/evaluation/shuffled_alt1/images/german_shepherd/0001.png,427487,cb6badb58c62da849855c87b5c452a1edd258463323f46d9f9591ed993b5382b
20260820,shuffled_alt1,chesapeake bay retriever,0,seeds/20260820/evaluation/shuffled_alt1/images/chesapeake_bay_retriever/0000.png,418664,2921ba14c5f1d88be8334ddbe7bd38c911fd7ec79469698432f1788512e8c072
20260820,shuffled_alt1,chesapeake bay retriever,1,seeds/20260820/evaluation/shuffled_alt1/images/chesapeake_bay_retriever/0001.png,419817,5bfb360382b38dc710306a071754091b4ccd8af5b1968578527e0ea4db1a2a37
20260820,shuffled_alt1,pug,0,seeds/20260820/evaluation/shuffled_alt1/images/pug/0000.png,453189,2ad89de33cec5db537e2e749751ef516eeeb1933736273b7a45ef46ac1adbb90
20260820,shuffled_alt1,pug,1,seeds/20260820/evaluation/shuffled_alt1/images/pug/0001.png,420014,14ae7a5b90322cdfa9af9f233163f54d35790eeb48a4da2e500ed568bda87664
20260820,shuffled_alt2,golden retriever,0,seeds/20260820/evaluation/shuffled_alt2/images/golden_retriever/0000.png,419835,6243efe74d99df51cc34ed7463f3b8eadd24d82d7abc3093683f23e525930f6b
20260820,shuffled_alt2,golden retriever,1,seeds/20260820/evaluation/shuffled_alt2/images/golden_retriever/0001.png,449618,5a4ad438a9415c8d439df8d1ab4fd9c1a269a3b1503401af012d58afbd543e69
20260820,shuffled_alt2,labrador retriever,0,seeds/20260820/evaluation/shuffled_alt2/images/labrador_retriever/0000.png,472187,76d9a8b727849ff833e78d25523b6cfe8fe99e127b9d7741c1d17b75d205281d
20260820,shuffled_alt2,labrador retriever,1,seeds/20260820/evaluation/shuffled_alt2/images/labrador_retriever/0001.png,400272,0d40399b04cc6a54394b980f11c4863c389ccd0f10816b7e7a3c03c616deddfe
20260820,shuffled_alt2,german shepherd,0,seeds/20260820/evaluation/shuffled_alt2/images/german_shepherd/0000.png,452086,9e90d246e73109255add445ee8d70f984e242195ee7b4f1adec9034fe0720616
20260820,shuffled_alt2,german shepherd,1,seeds/20260820/evaluation/shuffled_alt2/images/german_shepherd/0001.png,427601,50a7f67b94507b24de60edd8cc3d9fedfeb1e40736528a065955c224317d6570
20260820,shuffled_alt2,chesapeake bay retriever,0,seeds/20260820/evaluation/shuffled_alt2/images/chesapeake_bay_retriever/0000.png,418187,ad05f016d1db98ad1f0f9c618faff6936303c403f00f5cda20b091e3d1cbc3cd
20260820,shuffled_alt2,chesapeake bay retriever,1,seeds/20260820/evaluation/shuffled_alt2/images/chesapeake_bay_retriever/0001.png,420209,b5d9b2298b6e96abb44c23cd863c968aa6d15ea9f6263567d1130561e220c1e4
20260820,shuffled_alt2,pug,0,seeds/20260820/evaluation/shuffled_alt2/images/pug/0000.png,448367,9d0332394b601fb1535e04525ea6a1bce8df9d34661f6ca31def04bea04831af
20260820,shuffled_alt2,pug,1,seeds/20260820/evaluation/shuffled_alt2/images/pug/0001.png,420024,3c9339fcd32b70af64ff5c849641886731839de9c5747754df1cda376e3dbe19
20260820,identity_B,golden retriever,0,seeds/20260820/evaluation/identity_B/images/golden_retriever/0000.png,419296,2c3e7ec5c531cfb4d7c2ecd13662ff894a5d12aa0bbf3cac606c144ebfe5dbcb
20260820,identity_B,golden retriever,1,seeds/20260820/evaluation/identity_B/images/golden_retriever/0001.png,449835,1a42cadc66613a2e7259dd097c40c14837673e40d1358e9d220a70e6ac5f5b47
20260820,identity_B,labrador retriever,0,seeds/20260820/evaluation/identity_B/images/labrador_retriever/0000.png,471450,9efcb66452d02225d5fb574665f77597a59421246135802c7baaee33015b08aa
20260820,identity_B,labrador retriever,1,seeds/20260820/evaluation/identity_B/images/labrador_retriever/0001.png,402974,b4b8c155817921d00803e83a6d0555c28117728b9997d7eaa8b6acf5cbfc0e27
20260820,identity_B,german shepherd,0,seeds/20260820/evaluation/identity_B/images/german_shepherd/0000.png,452272,42370b91390dcd154c46638e21ddbcd036e380593e14be1d3ace2a448f2683a1
20260820,identity_B,german shepherd,1,seeds/20260820/evaluation/identity_B/images/german_shepherd/0001.png,427811,c10a75c33aec4eb3a13ed16de91db7aaeb7296078c99da5922ce24da843130c6
20260820,identity_B,chesapeake bay retriever,0,seeds/20260820/evaluation/identity_B/images/chesapeake_bay_retriever/0000.png,419213,ca6c006702fafcd5f2bd5e5cb231dff65be613f7c80dbfec4e21cd0cddb233dc
20260820,identity_B,chesapeake bay retriever,1,seeds/20260820/evaluation/identity_B/images/chesapeake_bay_retriever/0001.png,420833,b4cac68866b7b88cb88a3db5136edb7e27c011147e5c603cc7951ca4829d1e8f
20260820,identity_B,pug,0,seeds/20260820/evaluation/identity_B/images/pug/0000.png,452021,a5172d896bc4891cc9825f7380e26d2449a382e159a66a20d3b9e63a84f519d5
20260820,identity_B,pug,1,seeds/20260820/evaluation/identity_B/images/pug/0001.png,419660,cf854584f6b4a1df516bdcbba33f30db0d4cca5a0d97a89de8d290c74f737c7d
