layer_id,layer_name,target_index,target,anchor_index,anchor,before,after,difference
3,down_blocks.1.attentions.0.transformer_blocks.0.attn2.to_v,4,Adam Driver,4,celebrity,0.4317146923280447,0.16318446341721188,-0.26853022891083284
4,down_blocks.1.attentions.1.transformer_blocks.0.attn2.to_v,0,cat,0,dog,0.7944934871384757,0.274268847828923,-0.5202246393095526
4,down_blocks.1.attentions.1.transformer_blocks.0.attn2.to_v,0,cat,1,car,0.5708210440201716,0.2316492015341901,-0.33917184248598153
4,down_blocks.1.attentions.1.transformer_blocks.0.attn2.to_v,0,cat,2,castle,0.6289728881502767,0.2692044453942524,-0.3597684427560243
4,down_blocks.1.attentions.1.transformer_blocks.0.attn2.to_v,0,cat,3,art,0.6243325830486907,0.31191674362619826,-0.3124158394224924
4,down_blocks.1.attentions.1.transformer_blocks.0.attn2.to_v,0,cat,4,celebrity,0.5060822247348311,0.3003765614161505,-0.20570566331868062
4,down_blocks.1.attentions.1.transformer_blocks.0.attn2.to_v,1,truck,0,dog,0.48602921283037626,0.20156222391825301,-0.28446698891212324
4,down_blocks.1.attentions.1.transformer_blocks.0.attn2.to_v,1,truck,1,car,0.5927995718744341,0.1889306823631682,-0.40386888951126587
4,down_blocks.1.attentions.1.transformer_blocks.0.attn2.to_v,1,truck,2,castle,0.4499529972655168,0.20269704845882475,-0.24725594880669205
4,down_blocks.1.attentions.1.transformer_blocks.0.attn2.to_v,1,truck,3,art,0.44131416526729184,0.2380599986818328,-0.20325416658545903
4,down_blocks.1.attentions.1.transformer_blocks.0.attn2.to_v,1,truck,4,celebrity,0.33519498530474445,0.23500940885769497,-0.10018557644704948
4,down_blocks.1.attentions.1.transformer_blocks.0.attn2.to_v,2,church,0,dog,0.5635143448166124,0.2472799634355532,-0.31623438138105925
4,down_blocks.1.attentions.1.transformer_blocks.0.attn2.to_v,2,church,1,car,0.5327039142336082,0.2089024107849155,-0.3238015034486927
4,down_blocks.1.attentions.1.transformer_blocks.0.attn2.to_v,2,church,2,castle,0.6632341853141492,0.2456733161519728,-0.41756086916217644
4,down_blocks.1.attentions.1.transformer_blocks.0.attn2.to_v,2,church,3,art,0.5521638099801491,0.2654292942388199,-0.28673451574132924
4,down_blocks.1.attentions.1.transformer_blocks.0.attn2.to_v,2,church,4,celebrity,0.513415337547633,0.2665914901912981,-0.24682384735633495
4,down_blocks.1.attentions.1.transformer_blocks.0.attn2.to_v,3,Van Gogh,0,dog,0.45328151211228707,0.19866698785020864,-0.2546145242620784
4,down_blocks.1.attentions.1.transformer_blocks.0.attn2.to_v,3,Van Gogh,1,car,0.3886844445935644,0.18366095459358614,-0.20502348999997824
4,down_blocks.1.attentions.1.transformer_blocks.0.attn2.to_v,3,Van Gogh,2,castle,0.5325041618976689,0.20690373109991275,-0.32560043079775614
4,down_blocks.1.attentions.1.transformer_blocks.0.attn2.to_v,3,Van Gogh,3,art,0.6045637852788761,0.21153994919835073,-0.3930238360805254
4,down_blocks.1.attentions.1.transformer_blocks.0.attn2.to_v,3,Van Gogh,4,celebrity,0.4776504048973621,0.23053754120361813,-0.24711286369374397
4,down_blocks.1.attentions.1.transformer_blocks.0.attn2.to_v,4,Adam Driver,0,dog,0.522988739773048,0.24059136181026325,-0.2823973779627848
4,down_blocks.1.attentions.1.transformer_blocks.0.attn2.to_v,4,Adam Driver,1,car,0.5312176654530656,0.21111724148775987,-0.3201004239653057
4,down_blocks.1.attentions.1.transformer_blocks.0.attn2.to_v,4,Adam Driver,2,castle,0.5781328577656917,0.24859149960902904,-0.32954135815666263
4,down_blocks.1.attentions.1.transformer_blocks.0.attn2.to_v,4,Adam Driver,3,art,0.5459189758334453,0.2589308200030551,-0.28698815583039017
4,down_blocks.1.attentions.1.transformer_blocks.0.attn2.to_v,4,Adam Driver,4,celebrity,0.6069754499787341,0.26639034784246357,-0.3405851021362705
5,down_blocks.2.attentions.0.transformer_blocks.0.attn2.to_v,0,cat,0,dog,0.4959473973536338,0.0613548122655933,-0.4345925850880405
5,down_blocks.2.attentions.0.transformer_blocks.0.attn2.to_v,0,cat,1,car,0.2882264509449377,0.027214685585470477,-0.26101176535946724
5,down_blocks.2.attentions.0.transformer_blocks.0.attn2.to_v,0,cat,2,castle,0.2088059486717317,0.030310744357289726,-0.17849520431444196
5,down_blocks.2.attentions.0.transformer_blocks.0.attn2.to_v,0,cat,3,art,0.15301578673892835,0.020517600707891083,-0.13249818603103727
5,down_blocks.2.attentions.0.transformer_blocks.0.attn2.to_v,0,cat,4,celebrity,0.1708587311624323,0.034502135772778,-0.1363565953896543
5,down_blocks.2.attentions.0.transformer_blocks.0.attn2.to_v,1,truck,0,dog,0.14572915236072248,0.046689930465287896,-0.09903922189543458
5,down_blocks.2.attentions.0.transformer_blocks.0.attn2.to_v,1,truck,1,car,0.3561913677948463,0.0637369870141217,-0.2924543807807246
5,down_blocks.2.attentions.0.transformer_blocks.0.attn2.to_v,1,truck,2,castle,0.14546116590095604,0.021464071381219498,-0.12399709451973653
5,down_blocks.2.attentions.0.transformer_blocks.0.attn2.to_v,1,truck,3,art,0.05676295872796975,0.021449404640291048,-0.0353135540876787
5,down_blocks.2.attentions.0.transformer_blocks.0.attn2.to_v,1,truck,4,celebrity,0.05830195861577052,0.03656446907494617,-0.02173748954082435
5,down_blocks.2.attentions.0.transformer_blocks.0.attn2.to_v,2,church,0,dog,0.1322837671263647,0.0409501146709273,-0.0913336524554374
5,down_blocks.2.attentions.0.transformer_blocks.0.attn2.to_v,2,church,1,car,0.1470822732477327,0.030725928307711883,-0.11635634494002083
5,down_blocks.2.attentions.0.transformer_blocks.0.attn2.to_v,2,church,2,castle,0.2808051712056269,0.025633374306340738,-0.2551717968992862
5,down_blocks.2.attentions.0.transformer_blocks.0.attn2.to_v,2,church,3,art,0.14987138681730786,0.016129730427283596,-0.13374165639002425
5,down_blocks.2.attentions.0.transformer_blocks.0.attn2.to_v,2,church,4,celebrity,0.06591188008134127,0.03286250100107112,-0.033049379080270155
5,down_blocks.2.attentions.0.transformer_blocks.0.attn2.to_v,3,Van Gogh,0,dog,0.08873678115386893,0.018835934216919207,-0.06990084693694973
5,down_blocks.2.attentions.0.transformer_blocks.0.attn2.to_v,3,Van Gogh,1,car,0.0224391529312622,0.015427574416302743,-0.007011578514959456
5,down_blocks.2.attentions.0.transformer_blocks.0.attn2.to_v,3,Van Gogh,2,castle,0.10932904038105457,0.011725896953799187,-0.09760314342725537
5,down_blocks.2.attentions.0.transformer_blocks.0.attn2.to_v,3,Van Gogh,3,art,0.2842229082089269,0.015726161744775154,-0.2684967464641518
5,down_blocks.2.attentions.0.transformer_blocks.0.attn2.to_v,3,Van Gogh,4,celebrity,0.05842133660603931,0.015801291336757613,-0.0426200452692817
5,down_blocks.2.attentions.0.transformer_blocks.0.attn2.to_v,4,Adam Driver,0,dog,0.205323971764949,0.03400434948706572,-0.17131962227788328
5,down_blocks.2.attentions.0.transformer_blocks.0.attn2.to_v,4,Adam Driver,1,car,0.20732968914279595,0.03000800786822585,-0.1773216812745701
5,down_blocks.2.attentions.0.transformer_blocks.0.attn2.to_v,4,Adam Driver,2,castle,0.19700951647837717,0.02406972244576909,-0.17293979403260806
5,down_blocks.2.attentions.0.transformer_blocks.0.attn2.to_v,4,Adam Driver,3,art,0.12405006628629756,0.019560819150532014,-0.10448924713576555
5,down_blocks.2.attentions.0.transformer_blocks.0.attn2.to_v,4,Adam Driver,4,celebrity,0.14624129474542302,0.02132447082422618,-0.12491682392119685
6,down_blocks.2.attentions.1.transformer_blocks.0.attn2.to_v,0,cat,0,dog,0.4616563658097907,0.06994947325124172,-0.39170689255854896
6,down_blocks.2.attentions.1.transformer_blocks.0.attn2.to_v,0,cat,1,car,0.22096561303888854,0.024971295002856372,-0.19599431803603218
6,down_blocks.2.attentions.1.transformer_blocks.0.attn2.to_v,0,cat,2,castle,0.19510514167676102,0.02465644507062212,-0.1704486966061389
6,down_blocks.2.attentions.1.transformer_blocks.0.attn2.to_v,0,cat,3,art,0.13164815227354712,0.025148864858491538,-0.10649928741505559
6,down_blocks.2.attentions.1.transformer_blocks.0.attn2.to_v,0,cat,4,celebrity,0.1136022463195557,0.027320356075254758,-0.08628189024430094
6,down_blocks.2.attentions.1.transformer_blocks.0.attn2.to_v,1,truck,0,dog,0.13750254623573988,0.050548501864452075,-0.0869540443712878
6,down_blocks.2.attentions.1.transformer_blocks.0.attn2.to_v,1,truck,1,car,0.34814485298875375,0.06241780584488804,-0.2857270471438657
6,down_blocks.2.attentions.1.transformer_blocks.0.attn2.to_v,1,truck,2,castle,0.14648606128110958,0.02965428004811624,-0.11683178123299334
6,down_blocks.2.attentions.1.transformer_blocks.0.attn2.to_v,1,truck,3,art,0.07433520584156064,0.030475672073513694,-0.04385953376804695
6,down_blocks.2.attentions.1.transformer_blocks.0.attn2.to_v,1,truck,4,celebrity,0.04521027605125881,0.03459718127565875,-0.01061309477560006
6,down_blocks.2.attentions.1.transformer_blocks.0.attn2.to_v,2,church,0,dog,0.10552986590667107,0.03976947225357283,-0.06576039365309824
6,down_blocks.2.attentions.1.transformer_blocks.0.attn2.to_v,2,church,1,car,0.13043712246311417,0.02875292254675372,-0.10168419991636046
6,down_blocks.2.attentions.1.transformer_blocks.0.attn2.to_v,2,church,2,castle,0.2898127627853615,0.018996068793479804,-0.2708166939918817
6,down_blocks.2.attentions.1.transformer_blocks.0.attn2.to_v,2,church,3,art,0.09289468530922232,0.012433139023269564,-0.08046154628595276
6,down_blocks.2.attentions.1.transformer_blocks.0.attn2.to_v,2,church,4,celebrity,0.05544356449086829,0.020312240906032685,-0.0351313235848356
6,down_blocks.2.attentions.1.transformer_blocks.0.attn2.to_v,3,Van Gogh,0,dog,0.04733680155025233,0.02003518168232875,-0.027301619867923576
6,down_blocks.2.attentions.1.transformer_blocks.0.attn2.to_v,3,Van Gogh,1,car,-0.019543595407268414,0.026100649599394427,0.04564424500666284
6,down_blocks.2.attentions.1.transformer_blocks.0.attn2.to_v,3,Van Gogh,2,castle,0.12464046406184247,0.01477491638554791,-0.10986554767629456
6,down_blocks.2.attentions.1.transformer_blocks.0.attn2.to_v,3,Van Gogh,3,art,0.28495805297644505,0.016014961741705695,-0.26894309123473936
6,down_blocks.2.attentions.1.transformer_blocks.0.attn2.to_v,3,Van Gogh,4,celebrity,0.057155780153141544,0.017808442263120724,-0.03934733789002082
6,down_blocks.2.attentions.1.transformer_blocks.0.attn2.to_v,4,Adam Driver,0,dog,0.13696002926061263,0.030585592262297068,-0.10637443699831556
6,down_blocks.2.attentions.1.transformer_blocks.0.attn2.to_v,4,Adam Driver,1,car,0.16894843712225022,0.03008476949644958,-0.13886366762580063
6,down_blocks.2.attentions.1.transformer_blocks.0.attn2.to_v,4,Adam Driver,2,castle,0.17699369086043593,0.019361124016286885,-0.15763256684414903
6,down_blocks.2.attentions.1.transformer_blocks.0.attn2.to_v,4,Adam Driver,3,art,0.10949180678429979,0.023014096375304362,-0.08647771040899543
6,down_blocks.2.attentions.1.transformer_blocks.0.attn2.to_v,4,Adam Driver,4,celebrity,0.13943414071176416,0.019112782537202073,-0.12032135817456209
7,mid_block.attentions.0.transformer_blocks.0.attn2.to_v,0,cat,0,dog,0.4212343960153942,0.046187181812204034,-0.37504721420319015
7,mid_block.attentions.0.transformer_blocks.0.attn2.to_v,0,cat,1,car,0.25681146775363173,0.03130781358325223,-0.22550365417037949
7,mid_block.attentions.0.transformer_blocks.0.attn2.to_v,0,cat,2,castle,0.10007497940416735,0.0006437309149963585,-0.09943124848917098
7,mid_block.attentions.0.transformer_blocks.0.attn2.to_v,0,cat,3,art,0.09366993199652277,0.018942352295427765,-0.074727579701095
7,mid_block.attentions.0.transformer_blocks.0.attn2.to_v,0,cat,4,celebrity,0.11137833198652133,0.016620242948795074,-0.09475808903772626
7,mid_block.attentions.0.transformer_blocks.0.attn2.to_v,1,truck,0,dog,0.05135395421369736,0.0273380235244002,-0.02401593068929716
7,mid_block.attentions.0.transformer_blocks.0.attn2.to_v,1,truck,1,car,0.22325055692605483,0.054475504275520156,-0.16877505265053466
7,mid_block.attentions.0.transformer_blocks.0.attn2.to_v,1,truck,2,castle,0.0801176133487046,0.003953480724694022,-0.07616413262401057
7,mid_block.attentions.0.transformer_blocks.0.attn2.to_v,1,truck,3,art,0.04493752912673285,0.02035887209625438,-0.02457865703047847
7,mid_block.attentions.0.transformer_blocks.0.attn2.to_v,1,truck,4,celebrity,-0.044179724678087645,0.0155602166734379,0.05973994135152554
7,mid_block.attentions.0.transformer_blocks.0.attn2.to_v,2,church,0,dog,0.07498337783021466,0.024398055884633073,-0.05058532194558159
7,mid_block.attentions.0.transformer_blocks.0.attn2.to_v,2,church,1,car,0.16328443875899423,0.02651407009228274,-0.1367703686667115
7,mid_block.attentions.0.transformer_blocks.0.attn2.to_v,2,church,2,castle,0.23119196521372373,0.00355203519125781,-0.2276399300224659
7,mid_block.attentions.0.transformer_blocks.0.attn2.to_v,2,church,3,art,0.11454496326619891,0.012907023905197448,-0.10163793936100146
7,mid_block.attentions.0.transformer_blocks.0.attn2.to_v,2,church,4,celebrity,0.037189290011455683,0.01716764276162233,-0.020021647249833352
7,mid_block.attentions.0.transformer_blocks.0.attn2.to_v,3,Van Gogh,0,dog,0.01586831295790454,-0.0020992867976657925,-0.017967599755570333
7,mid_block.attentions.0.transformer_blocks.0.attn2.to_v,3,Van Gogh,1,car,-0.02599325004377186,0.00697009462400699,0.03296334466777885
7,mid_block.attentions.0.transformer_blocks.0.attn2.to_v,3,Van Gogh,2,castle,0.08013519178425509,0.003590414119512223,-0.07654477766474287
7,mid_block.attentions.0.transformer_blocks.0.attn2.to_v,3,Van Gogh,3,art,0.19187121856888817,0.005347726737569144,-0.18652349183131903
7,mid_block.attentions.0.transformer_blocks.0.attn2.to_v,3,Van Gogh,4,celebrity,0.058160446778222005,0.012852022891771177,-0.04530842388645083
7,mid_block.attentions.0.transformer_blocks.0.attn2.to_v,4,Adam Driver,0,dog,0.034704736361034605,-0.0031340039084116027,-0.03783874026944621
7,mid_block.attentions.0.transformer_blocks.0.attn2.to_v,4,Adam Driver,1,car,0.037721383673521625,0.0009555980465865552,-0.03676578562693507
7,mid_block.attentions.0.transformer_blocks.0.attn2.to_v,4,Adam Driver,2,castle,0.05722414211504401,0.0005444375599955639,-0.05667970455504844
7,mid_block.attentions.0.transformer_blocks.0.attn2.to_v,4,Adam Driver,3,art,0.03706141030709932,0.0021988183977644394,-0.034862591909334883
7,mid_block.attentions.0.transformer_blocks.0.attn2.to_v,4,Adam Driver,4,celebrity,0.08150614986830046,0.0017919280032666664,-0.0797142218650338
8,up_blocks.1.attentions.0.transformer_blocks.0.attn2.to_v,0,cat,0,dog,0.4134656541276623,0.06260001092462605,-0.35086564320303626
8,up_blocks.1.attentions.0.transformer_blocks.0.attn2.to_v,0,cat,1,car,0.14547071258846295,0.006866912401093855,-0.1386038001873691
8,up_blocks.1.attentions.0.transformer_blocks.0.attn2.to_v,0,cat,2,castle,0.12739595855291364,0.005016596548117192,-0.12237936200479645
8,up_blocks.1.attentions.0.transformer_blocks.0.attn2.to_v,0,cat,3,art,0.04294583337238012,0.006450371460004207,-0.03649546191237592
8,up_blocks.1.attentions.0.transformer_blocks.0.attn2.to_v,0,cat,4,celebrity,0.0881454521626795,0.0023718336989418352,-0.08577361846373766
8,up_blocks.1.attentions.0.transformer_blocks.0.attn2.to_v,1,truck,0,dog,0.015549859704328203,0.012933686859845951,-0.0026161728444822514
8,up_blocks.1.attentions.0.transformer_blocks.0.attn2.to_v,1,truck,1,car,0.16955664603104637,0.04334305138550919,-0.12621359464553716
8,up_blocks.1.attentions.0.transformer_blocks.0.attn2.to_v,1,truck,2,castle,0.022038082124151363,-0.0006629990300097196,-0.022701081154161085
8,up_blocks.1.attentions.0.transformer_blocks.0.attn2.to_v,1,truck,3,art,0.009268696317936082,0.011771541013185137,0.002502844695249055
8,up_blocks.1.attentions.0.transformer_blocks.0.attn2.to_v,1,truck,4,celebrity,-0.02682357563036455,0.002934176138920476,0.029757751769285027
8,up_blocks.1.attentions.0.transformer_blocks.0.attn2.to_v,2,church,0,dog,0.07212462945305254,0.021704481620189457,-0.05042014783286308
8,up_blocks.1.attentions.0.transformer_blocks.0.attn2.to_v,2,church,1,car,0.1334604409852029,0.013433588128070658,-0.12002685285713224
8,up_blocks.1.attentions.0.transformer_blocks.0.attn2.to_v,2,church,2,castle,0.23100439742105083,0.00141636240968686,-0.22958803501136396
8,up_blocks.1.attentions.0.transformer_blocks.0.attn2.to_v,2,church,3,art,0.08624030227884488,0.005072275808907873,-0.08116802646993701
8,up_blocks.1.attentions.0.transformer_blocks.0.attn2.to_v,2,church,4,celebrity,0.020817268968372733,0.0035713843984195547,-0.017245884569953178
8,up_blocks.1.attentions.0.transformer_blocks.0.attn2.to_v,3,Van Gogh,0,dog,0.010908918023486786,-0.0028632279590122198,-0.013772145982499005
