layer_index,layer_name,true_concept,count,mean_delta_cat,std_delta_cat,median_delta_cat,min_delta_cat,max_delta_cat,mean_delta_dog,std_delta_dog,median_delta_dog,min_delta_dog,max_delta_dog,proportion_toward_dog,proportion_away_from_cat,joint_intended_direction
1,down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,fox,50,-0.03603552035987377,0.0751664335277368,-0.027770547196269035,-0.1809176802635193,0.10219944268465042,-0.009756110310554504,0.048174304322294886,-0.005738783627748489,-0.10300937294960022,0.07011840492486954,0.44,0.66,0.1
1,down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,bear,50,-0.03150251686573029,0.08071198953134084,-0.0293259434401989,-0.21540199220180511,0.1075524166226387,-0.012080117464065551,0.05359497568370117,-0.01783842407166958,-0.13478820025920868,0.08502955734729767,0.38,0.66,0.04
1,down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,wolf,50,0.004048058614134788,0.07868398328542614,0.010469591245055199,-0.17434188723564148,0.14670506119728088,0.025905769392848013,0.05288864917288877,0.03624830022454262,-0.08981899172067642,0.10975398123264313,0.7,0.42,0.12
1,down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,rabbit,50,0.006153216883540154,0.08325994346012996,0.013066764920949936,-0.1817263662815094,0.17332684993743896,0.019497951492667198,0.059446463644918505,0.019315997138619423,-0.11113432049751282,0.1378082036972046,0.64,0.44,0.08
1,down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,deer,50,-0.02469243049621582,0.08498670213221848,-0.015443988144397736,-0.22528696060180664,0.18877887725830078,-0.004333272203803062,0.058557943781867995,0.0025015659630298615,-0.16087105870246887,0.1352073699235916,0.52,0.58,0.1
1,down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,horse,50,0.05512424737215042,0.06348061411595116,0.05269641429185867,-0.09553374350070953,0.20230358839035034,0.04660505458712578,0.04337267155625645,0.04116237908601761,-0.0660243034362793,0.15026333928108215,0.86,0.16,0.02
2,down_blocks.1.attentions.0.transformer_blocks.0.attn2.to_v,cat,50,-0.22593723833560944,0.08848962184632679,-0.2263469696044922,-0.40476706624031067,-0.04079321771860123,-0.11607347697019577,0.04035149551762309,-0.12217945605516434,-0.1912354826927185,-0.03569692373275757,0.0,1.0,0.0
2,down_blocks.1.attentions.0.transformer_blocks.0.attn2.to_v,dog,50,0.026713183522224425,0.08068188302510551,0.02275513857603073,-0.1615225076675415,0.19486810266971588,-0.008843702673912048,0.04058394216409026,-0.014204680919647217,-0.10246801376342773,0.07794830203056335,0.42,0.34,0.0
2,down_blocks.1.attentions.0.transformer_blocks.0.attn2.to_v,fox,50,-0.11027179479598999,0.10333695195373228,-0.09677771106362343,-0.3127748966217041,0.23379799723625183,-0.06887520253658294,0.05038160712322909,-0.06306371837854385,-0.17409545183181763,0.08894278109073639,0.06,0.88,0.0
2,down_blocks.1.attentions.0.transformer_blocks.0.attn2.to_v,bear,50,-0.004357736557722092,0.09708137947783733,0.0058592259883880615,-0.28148791193962097,0.19487833976745605,-0.02110040746629238,0.050331723060307816,-0.01280146837234497,-0.148177832365036,0.07744213938713074,0.3,0.46,0.0
2,down_blocks.1.attentions.0.transformer_blocks.0.attn2.to_v,wolf,50,-0.05615542709827423,0.10225303615888584,-0.06964807212352753,-0.23446989059448242,0.21423965692520142,-0.048371889889240266,0.051316067175917246,-0.054702289402484894,-0.1387721449136734,0.0866239070892334,0.18,0.72,0.0
2,down_blocks.1.attentions.0.transformer_blocks.0.attn2.to_v,rabbit,50,-0.09687956735491753,0.09870391842684426,-0.10788695514202118,-0.341260701417923,0.1645144820213318,-0.06250668868422508,0.04773553140187726,-0.06291132420301437,-0.1805986911058426,0.0722205713391304,0.06,0.84,0.0
2,down_blocks.1.attentions.0.transformer_blocks.0.attn2.to_v,deer,50,-0.03420113682746887,0.08485242036010476,-0.02554754912853241,-0.2203666716814041,0.12916402518749237,-0.04074406459927559,0.042682738704487785,-0.03717528283596039,-0.13168543577194214,0.0381087064743042,0.2,0.72,0.0
2,down_blocks.1.attentions.0.transformer_blocks.0.attn2.to_v,horse,50,0.023358649760484695,0.10028284689422644,0.028351880609989166,-0.18246330320835114,0.22254730761051178,-0.008569356501102448,0.04997787075902161,-0.008553177118301392,-0.10457131266593933,0.08621503412723541,0.42,0.44,0.0
3,down_blocks.1.attentions.1.transformer_blocks.0.attn2.to_v,cat,50,-0.027637092620134352,0.05853860750429363,-0.029553398489952087,-0.1309790015220642,0.08261982351541519,0.006107478737831116,0.031689883894038075,0.001231924630701542,-0.050851430743932724,0.07000605016946793,0.52,0.68,0.2
3,down_blocks.1.attentions.1.transformer_blocks.0.attn2.to_v,dog,50,0.14693353787064553,0.06611176483296409,0.15173239260911942,-0.08467642962932587,0.2702147364616394,0.08589360393583774,0.03636842912990265,0.09135401248931885,-0.041122227907180786,0.15948589146137238,0.98,0.04,0.02
3,down_blocks.1.attentions.1.transformer_blocks.0.attn2.to_v,fox,50,0.04023658443242312,0.07326085377364891,0.03789927810430527,-0.10588887333869934,0.19181694090366364,0.0246014641225338,0.03885231579942258,0.021216295659542084,-0.04927220195531845,0.10348714888095856,0.72,0.26,0.02
3,down_blocks.1.attentions.1.transformer_blocks.0.attn2.to_v,bear,50,0.0705717846006155,0.0712001954748501,0.0768388956785202,-0.09221918880939484,0.21243904531002045,0.03735773030668497,0.0386941533278153,0.04121939651668072,-0.05303192883729935,0.10873827338218689,0.82,0.14,0.02
3,down_blocks.1.attentions.1.transformer_blocks.0.attn2.to_v,wolf,50,0.13303759723901748,0.06286986445348162,0.13952138274908066,-0.02905072271823883,0.26552391052246094,0.07779193930327892,0.0357931450079627,0.0827239565551281,-0.016316354274749756,0.145372673869133,0.98,0.02,0.0
3,down_blocks.1.attentions.1.transformer_blocks.0.attn2.to_v,rabbit,50,0.05432724084705114,0.06188202620259401,0.07540472596883774,-0.09732937067747116,0.16647663712501526,0.032811703141778704,0.03609735551316972,0.037263525649905205,-0.04510916769504547,0.08910498768091202,0.82,0.2,0.04
3,down_blocks.1.attentions.1.transformer_blocks.0.attn2.to_v,deer,50,0.10743438199162483,0.07153989496110483,0.11902548372745514,-0.06974296271800995,0.25233030319213867,0.057465095296502115,0.04234617288113133,0.06664030998945236,-0.04016473889350891,0.12986811995506287,0.9,0.08,0.0
3,down_blocks.1.attentions.1.transformer_blocks.0.attn2.to_v,horse,50,0.15102704107761383,0.06541804763040159,0.1564696803689003,0.001149788498878479,0.29437488317489624,0.0841492149978876,0.03657028106479882,0.08808498084545135,-0.009019538760185242,0.15359583497047424,0.98,0.0,0.0
4,down_blocks.2.attentions.0.transformer_blocks.0.attn2.to_v,cat,50,-0.34246069490909575,0.1044981936941219,-0.3385978788137436,-0.5627851486206055,-0.14762675762176514,-0.10707298696041107,0.02965610299324279,-0.10639070346951485,-0.17391614615917206,-0.05064365267753601,0.0,1.0,0.0
4,down_blocks.2.attentions.0.transformer_blocks.0.attn2.to_v,dog,50,-0.035456977374851706,0.08282317731564266,-0.025752926245331764,-0.22619670629501343,0.12343525886535645,-0.020712277740240096,0.026349414077882972,-0.018547996878623962,-0.07485520839691162,0.02548801898956299,0.24,0.58,0.02
4,down_blocks.2.attentions.0.transformer_blocks.0.attn2.to_v,fox,50,-0.11874986987560987,0.1019625561730708,-0.1220480427145958,-0.33582180738449097,0.11337180435657501,-0.04305880960077047,0.03315451959447303,-0.04487206041812897,-0.125651553273201,0.033855173736810684,0.1,0.9,0.0
4,down_blocks.2.attentions.0.transformer_blocks.0.attn2.to_v,bear,50,-0.02248372368514538,0.08325843584479277,-0.007453596219420433,-0.23200391232967377,0.19009380042552948,-0.015117390993982554,0.026586964756037956,-0.010681912302970886,-0.07533072680234909,0.04274697229266167,0.32,0.54,0.0
4,down_blocks.2.attentions.0.transformer_blocks.0.attn2.to_v,wolf,50,-0.06752605762332678,0.07296295163711626,-0.07052354887127876,-0.2013709992170334,0.08763237297534943,-0.029257750436663628,0.025016639264386128,-0.033829450607299805,-0.0869779884815216,0.026430189609527588,0.16,0.84,0.02
4,down_blocks.2.attentions.0.transformer_blocks.0.attn2.to_v,rabbit,50,-0.10503373080864549,0.09533947427510091,-0.11136644333600998,-0.3487931191921234,0.11376670747995377,-0.04031501734629273,0.03208103975852879,-0.03775222599506378,-0.12885639071464539,0.03037143498659134,0.08,0.86,0.0
4,down_blocks.2.attentions.0.transformer_blocks.0.attn2.to_v,deer,50,-0.004835504721850157,0.07421905756924096,0.006897195242345333,-0.18380506336688995,0.1275680810213089,-0.016538644051179288,0.02251489052857,-0.0168929323554039,-0.06912241876125336,0.020414547994732857,0.28,0.48,0.02
4,down_blocks.2.attentions.0.transformer_blocks.0.attn2.to_v,horse,50,0.015232736710458994,0.07033736019113154,0.019264463800936937,-0.14745961129665375,0.19162240624427795,-0.0026621700078248976,0.022894700215444475,-0.0013862764462828636,-0.059937894344329834,0.05117413401603699,0.46,0.36,0.0
5,down_blocks.2.attentions.1.transformer_blocks.0.attn2.to_v,cat,50,-0.325879949182272,0.11717973045340813,-0.33506999909877777,-0.5654697418212891,-0.08480484783649445,-0.09302515834569931,0.028492991803236598,-0.09401921927928925,-0.15417057275772095,-0.03713393211364746,0.0,1.0,0.0
5,down_blocks.2.attentions.1.transformer_blocks.0.attn2.to_v,dog,50,-0.035602678135037424,0.07600283157882516,-0.048645857721567154,-0.21889175474643707,0.18191534280776978,-0.020425359606742858,0.019018592084604182,-0.021956712007522583,-0.06683140993118286,0.034537315368652344,0.12,0.62,0.0
5,down_blocks.2.attentions.1.transformer_blocks.0.attn2.to_v,fox,50,-0.1291097553819418,0.10561507499401274,-0.14309153705835342,-0.3285082280635834,0.0773719996213913,-0.046042208056896926,0.028409351362569082,-0.05037996917963028,-0.10303741693496704,0.01481139287352562,0.04,0.9,0.0
5,down_blocks.2.attentions.1.transformer_blocks.0.attn2.to_v,bear,50,-0.04869108609855175,0.07007359221591897,-0.04902112856507301,-0.2266247719526291,0.09022130817174911,-0.025552820302546023,0.01909142372668907,-0.025265570729970932,-0.06496094167232513,0.010610675439238548,0.1,0.78,0.0
5,down_blocks.2.attentions.1.transformer_blocks.0.attn2.to_v,wolf,50,-0.07760418336838484,0.08168010983438664,-0.09474696218967438,-0.2384042590856552,0.08595343679189682,-0.0335397207736969,0.023260450912731868,-0.037414778023958206,-0.07905104756355286,0.015208497643470764,0.14,0.8,0.0
5,down_blocks.2.attentions.1.transformer_blocks.0.attn2.to_v,rabbit,50,-0.100075961984694,0.08741409711543349,-0.1044720895588398,-0.2958330512046814,0.07694172859191895,-0.037651273254305125,0.023596173044032456,-0.04018792510032654,-0.09745652973651886,0.012579880654811859,0.06,0.86,0.0
5,down_blocks.2.attentions.1.transformer_blocks.0.attn2.to_v,deer,50,-0.02113391399383545,0.05127315692496245,-0.026832619681954384,-0.10675729811191559,0.0910692885518074,-0.02129549328237772,0.014032654780706501,-0.02239319309592247,-0.047802142798900604,0.010208532214164734,0.12,0.64,0.0
5,down_blocks.2.attentions.1.transformer_blocks.0.attn2.to_v,horse,50,-0.04376022532582283,0.06789950761293877,-0.04014362022280693,-0.20534338057041168,0.11007694900035858,-0.02431420087814331,0.018691001670764772,-0.022535324096679688,-0.06460706889629364,0.018807947635650635,0.12,0.74,0.0
6,up_blocks.1.attentions.0.transformer_blocks.0.attn2.to_v,cat,50,-0.31869907990098,0.11426889401423518,-0.31796054542064667,-0.5313733220100403,-0.03556019812822342,-0.08397799640893937,0.024084370810261053,-0.08332893997430801,-0.1349317729473114,-0.020206894725561142,0.0,1.0,0.0
6,up_blocks.1.attentions.0.transformer_blocks.0.attn2.to_v,dog,50,-0.03633010745048523,0.09479111824064153,-0.03303573280572891,-0.2821240723133087,0.14172586798667908,-0.019476138055324554,0.023890664240291435,-0.01822875440120697,-0.0882091373205185,0.02107754349708557,0.22,0.64,0.0
6,up_blocks.1.attentions.0.transformer_blocks.0.attn2.to_v,fox,50,-0.07564446829259396,0.11568377508449401,-0.09510155767202377,-0.3089753985404968,0.19473032653331757,-0.028063892498612405,0.027631204865684236,-0.03299519419670105,-0.0900348573923111,0.0408637598156929,0.18,0.74,0.0
6,up_blocks.1.attentions.0.transformer_blocks.0.attn2.to_v,bear,50,-0.015619581490755081,0.10071594680160316,-0.029121223837137222,-0.24175715446472168,0.1943446695804596,-0.013414538381621242,0.026400783113063885,-0.018008816987276077,-0.06678454577922821,0.039342980831861496,0.32,0.6,0.0
6,up_blocks.1.attentions.0.transformer_blocks.0.attn2.to_v,wolf,50,-0.039454526230692864,0.09072769826447681,-0.046998294070363045,-0.2342504858970642,0.18683044612407684,-0.02006712168455124,0.02279801602711549,-0.022176405414938927,-0.06313018500804901,0.03883219137787819,0.2,0.66,0.0
6,up_blocks.1.attentions.0.transformer_blocks.0.attn2.to_v,rabbit,50,-0.08140623513609171,0.10058502509727411,-0.08745922893285751,-0.32468265295028687,0.16633322834968567,-0.02806247979402542,0.02658089340567387,-0.029199890792369843,-0.08961150050163269,0.04082833230495453,0.12,0.78,0.0
6,up_blocks.1.attentions.0.transformer_blocks.0.attn2.to_v,deer,50,0.025808818489313125,0.06385439403682232,0.02611666824668646,-0.11721295118331909,0.16698026657104492,-0.00959572129882872,0.015336218111317074,-0.011961128562688828,-0.04167395830154419,0.02562829852104187,0.22,0.3,0.0
6,up_blocks.1.attentions.0.transformer_blocks.0.attn2.to_v,horse,50,0.013481306172907352,0.07871232183968616,0.019018322229385376,-0.21267829835414886,0.14884169399738312,-0.006474963575601578,0.01897171970814878,-0.005341734737157822,-0.05843155086040497,0.02720734477043152,0.38,0.4,0.0
7,up_blocks.1.attentions.1.transformer_blocks.0.attn2.to_v,cat,50,-0.40626987725496294,0.13121027600844615,-0.42419520020484924,-0.6756579279899597,-0.04617147147655487,-0.0920511919260025,0.02401456564575841,-0.09503675252199173,-0.15146559476852417,-0.024611376225948334,0.0,1.0,0.0
7,up_blocks.1.attentions.1.transformer_blocks.0.attn2.to_v,dog,50,-0.07362204253673553,0.1147993565236765,-0.07131954282522202,-0.289375901222229,0.24317514896392822,-0.028877444863319397,0.025709493651592828,-0.028459027409553528,-0.0847528874874115,0.03684544563293457,0.12,0.74,0.0
7,up_blocks.1.attentions.1.transformer_blocks.0.attn2.to_v,fox,50,-0.12329998388886451,0.12498179322269637,-0.13101700693368912,-0.3762170970439911,0.13058944046497345,-0.03331807609647512,0.025303078030110004,-0.03591867722570896,-0.09186209738254547,0.018224060535430908,0.12,0.8,0.0
7,up_blocks.1.attentions.1.transformer_blocks.0.attn2.to_v,bear,50,-0.031549006439745425,0.09364738989731855,-0.03833770006895065,-0.32207176089286804,0.18511775135993958,-0.016691784355789423,0.020802307828629032,-0.018092576414346695,-0.07676687836647034,0.01978442072868347,0.24,0.64,0.0
7,up_blocks.1.attentions.1.transformer_blocks.0.attn2.to_v,wolf,50,-0.08797855280339718,0.09296194460213379,-0.10862626507878304,-0.3044547438621521,0.1643175184726715,-0.02632633127272129,0.020103172658243188,-0.031833991408348083,-0.06733380258083344,0.032721057534217834,0.08,0.78,0.0
7,up_blocks.1.attentions.1.transformer_blocks.0.attn2.to_v,rabbit,50,-0.09377216581255197,0.10466380385458571,-0.10601430758833885,-0.3575066030025482,0.09834755957126617,-0.026217948850244283,0.022312292669322234,-0.0267021507024765,-0.07743483781814575,0.020274119451642036,0.12,0.76,0.0
7,up_blocks.1.attentions.1.transformer_blocks.0.attn2.to_v,deer,50,0.025498308911919593,0.07140126341623329,0.03323804959654808,-0.17075735330581665,0.19616609811782837,-0.006142092067748308,0.01389984798007291,-0.007948733866214752,-0.0335446298122406,0.03044990450143814,0.3,0.36,0.0
7,up_blocks.1.attentions.1.transformer_blocks.0.attn2.to_v,horse,50,-0.023468999825417995,0.06781087976821862,-0.015325315296649933,-0.19400513172149658,0.1082170307636261,-0.013569373469799757,0.014011838255919206,-0.009772159159183502,-0.043406859040260315,0.017920762300491333,0.14,0.66,0.02
8,up_blocks.1.attentions.2.transformer_blocks.0.attn2.to_v,cat,50,-0.37176218688488005,0.11015029118622384,-0.3742302358150482,-0.6503855586051941,-0.06681305170059204,-0.08114065710455179,0.022178125066446792,-0.08309970051050186,-0.14155572652816772,-0.02473447285592556,0.0,1.0,0.0
8,up_blocks.1.attentions.2.transformer_blocks.0.attn2.to_v,dog,50,-0.04126970075070858,0.10614866290012306,-0.035107940435409546,-0.24128615856170654,0.15832003951072693,-0.014466989040374755,0.023309696987175575,-0.014106310904026031,-0.05642390251159668,0.029153481125831604,0.32,0.58,0.02
8,up_blocks.1.attentions.2.transformer_blocks.0.attn2.to_v,fox,50,-0.09228959472849965,0.1259584365927557,-0.111182551831007,-0.35047245025634766,0.18601757287979126,-0.022352860793471336,0.026444076094721936,-0.022891122847795486,-0.08613477647304535,0.029640115797519684,0.22,0.76,0.0
8,up_blocks.1.attentions.2.transformer_blocks.0.attn2.to_v,bear,50,-0.03806703807786107,0.09799426642378503,-0.015607742592692375,-0.28500619530677795,0.22041331231594086,-0.012457616468891501,0.021959426380532544,-0.007767030969262123,-0.06321068108081818,0.03822949156165123,0.3,0.66,0.04
8,up_blocks.1.attentions.2.transformer_blocks.0.attn2.to_v,wolf,50,-0.07688315413892269,0.08246268650685298,-0.0831230953335762,-0.23483899235725403,0.11164718866348267,-0.021442459151148795,0.01909750578353497,-0.024439625442028046,-0.05767938494682312,0.024898990988731384,0.18,0.8,0.0
8,up_blocks.1.attentions.2.transformer_blocks.0.attn2.to_v,rabbit,50,-0.07615720484405757,0.09611453364651933,-0.07671473547816277,-0.3308961093425751,0.14374645054340363,-0.01955357490107417,0.02043189687983303,-0.020156852900981903,-0.06870748102664948,0.030263181775808334,0.14,0.76,0.0
8,up_blocks.1.attentions.2.transformer_blocks.0.attn2.to_v,deer,50,0.04591128408908844,0.06805407745906487,0.04646060802042484,-0.0849669873714447,0.1815418154001236,0.0029897289723157883,0.014360920162274944,0.0034296438097953796,-0.02036271058022976,0.03489698842167854,0.56,0.26,0.0
8,up_blocks.1.attentions.2.transformer_blocks.0.attn2.to_v,horse,50,0.013728159554302692,0.07659131485360404,0.01858492475003004,-0.14625637233257294,0.1981917917728424,0.0010607371106743813,0.01654574562814664,0.003010399639606476,-0.030638158321380615,0.032005831599235535,0.56,0.4,0.02
9,up_blocks.2.attentions.0.transformer_blocks.0.attn2.to_v,cat,50,-0.1579148355871439,0.0855707635674907,-0.16276266425848007,-0.34414613246917725,0.10123380273580551,-0.025615004599094392,0.021902776105623356,-0.024426020681858063,-0.07143174111843109,0.03344632685184479,0.08,0.96,0.04
9,up_blocks.2.attentions.0.transformer_blocks.0.attn2.to_v,dog,50,0.048621453419327734,0.09364653485800856,0.055675702169537544,-0.1522589921951294,0.2507142424583435,0.01934394732117653,0.02446404467171838,0.019731327891349792,-0.02630653977394104,0.06907746195793152,0.74,0.36,0.1
9,up_blocks.2.attentions.0.transformer_blocks.0.attn2.to_v,fox,50,0.04163442812860012,0.1096529166836451,0.03905118256807327,-0.1860327124595642,0.3544200360774994,0.01826007418334484,0.026177614742348695,0.014907723292708397,-0.03614567965269089,0.09166473150253296,0.8,0.32,0.14
9,up_blocks.2.attentions.0.transformer_blocks.0.attn2.to_v,bear,50,0.07577413279563189,0.1003844711968302,0.0700129047036171,-0.1768845170736313,0.26564228534698486,0.026241440139710904,0.025818815564726556,0.024392444640398026,-0.0459393672645092,0.08126801252365112,0.86,0.22,0.1
9,up_blocks.2.attentions.0.transformer_blocks.0.attn2.to_v,wolf,50,0.036822873577475546,0.07823438083774048,0.041122378781437874,-0.10157912969589233,0.18839627504348755,0.014062397330999375,0.018579234579258877,0.010651491582393646,-0.023075565695762634,0.05293646454811096,0.7,0.32,0.08
9,up_blocks.2.attentions.0.transformer_blocks.0.attn2.to_v,rabbit,50,0.025722036547958852,0.08495877794779352,0.03965090215206146,-0.19296732544898987,0.19260630011558533,0.020556108355522157,0.02311026695662412,0.018127691000699997,-0.03076440840959549,0.06900934875011444,0.8,0.42,0.22
9,up_blocks.2.attentions.0.transformer_blocks.0.attn2.to_v,deer,50,0.10897670529782771,0.083455019798005,0.11767521128058434,-0.13936352729797363,0.27336880564689636,0.03241145383566618,0.021437198952551983,0.03258879855275154,-0.02724718116223812,0.06950574368238449,0.94,0.1,0.04
9,up_blocks.2.attentions.0.transformer_blocks.0.attn2.to_v,horse,50,0.07267899073660374,0.0823921368141992,0.08110896497964859,-0.1812170147895813,0.22258049249649048,0.031019878536462785,0.021789316495306788,0.03138080984354019,-0.02942560613155365,0.06616976857185364,0.86,0.18,0.06
10,up_blocks.2.attentions.1.transformer_blocks.0.attn2.to_v,cat,50,-0.4322017514705658,0.12644172121497585,-0.4455011934041977,-0.6324836611747742,-0.18070219457149506,-0.1285535791516304,0.03410448309559307,-0.13675200939178467,-0.18509149551391602,-0.062119513750076294,0.0,1.0,0.0
10,up_blocks.2.attentions.1.transformer_blocks.0.attn2.to_v,dog,50,0.02527190387248993,0.11282767549080476,0.041078194975852966,-0.1971016824245453,0.3083003759384155,-0.012723572552204132,0.031284824338803544,-0.011788338422775269,-0.06973424553871155,0.0649803876876831,0.32,0.32,0.0
10,up_blocks.2.attentions.1.transformer_blocks.0.attn2.to_v,fox,50,-0.1431796523183584,0.15227858418207055,-0.14533553272485733,-0.416351318359375,0.21579313278198242,-0.057508043982088565,0.0425865417550797,-0.06096547842025757,-0.13570958375930786,0.04157117009162903,0.08,0.84,0.0
10,up_blocks.2.attentions.1.transformer_blocks.0.attn2.to_v,bear,50,-0.03621000669896603,0.12493234865349556,-0.02746148407459259,-0.41574928164482117,0.2489880919456482,-0.02803028531372547,0.0388657919449702,-0.026799805462360382,-0.1236259937286377,0.06408505886793137,0.22,0.58,0.0
10,up_blocks.2.attentions.1.transformer_blocks.0.attn2.to_v,wolf,50,-0.0846550765633583,0.10714929747639587,-0.09556011110544205,-0.31395551562309265,0.12318316847085953,-0.046657948195934294,0.03289445452472019,-0.045478835701942444,-0.10463404655456543,0.038332611322402954,0.06,0.72,0.0
10,up_blocks.2.attentions.1.transformer_blocks.0.attn2.to_v,rabbit,50,-0.1095417495071888,0.11223726671756502,-0.11552545055747032,-0.31795790791511536,0.12391404807567596,-0.04840423300862312,0.034700418173785365,-0.051034100353717804,-0.11575458943843842,0.03924776613712311,0.1,0.8,0.0
10,up_blocks.2.attentions.1.transformer_blocks.0.attn2.to_v,deer,50,-0.019605681523680685,0.07539160782209861,-0.020030707120895386,-0.1855488270521164,0.114883653819561,-0.027897173650562764,0.020773294025592352,-0.02512965351343155,-0.07431972026824951,0.01822546124458313,0.08,0.58,0.0
10,up_blocks.2.attentions.1.transformer_blocks.0.attn2.to_v,horse,50,0.020643105357885362,0.08059729554290164,0.030243203043937683,-0.1694396436214447,0.19682225584983826,-0.016755554974079132,0.02413151271878101,-0.011821851134300232,-0.06555545330047607,0.024690479040145874,0.28,0.38,0.0
11,up_blocks.2.attentions.2.transformer_blocks.0.attn2.to_v,cat,50,-0.3354055655002594,0.10683705923511595,-0.34640151262283325,-0.5797531008720398,-0.07360447943210602,-0.1214970126748085,0.036948620523999505,-0.12450966238975525,-0.20209766924381256,-0.02925269305706024,0.0,1.0,0.0
11,up_blocks.2.attentions.2.transformer_blocks.0.attn2.to_v,dog,50,-0.09256676450371742,0.09579631046118245,-0.09748043864965439,-0.3339462876319885,0.19894519448280334,-0.04222369849681854,0.03595548786093032,-0.03956550359725952,-0.12204903364181519,0.06566104292869568,0.12,0.88,0.0
11,up_blocks.2.attentions.2.transformer_blocks.0.attn2.to_v,fox,50,-0.14199824176728726,0.11371369019099518,-0.1629800945520401,-0.39721035957336426,0.09521734714508057,-0.05483933761715889,0.04072453235510948,-0.05833824165165424,-0.15416863560676575,0.030956275761127472,0.06,0.88,0.0
11,up_blocks.2.attentions.2.transformer_blocks.0.attn2.to_v,bear,50,-0.07520858094096183,0.09846776379530058,-0.06601658836007118,-0.26877453923225403,0.2614496946334839,-0.040902953706681726,0.038348183189099695,-0.03555145487189293,-0.11731710284948349,0.08774315565824509,0.1,0.82,0.02
11,up_blocks.2.attentions.2.transformer_blocks.0.attn2.to_v,wolf,50,-0.18501639284193516,0.09883511324547063,-0.1928093060851097,-0.376587450504303,0.026957448571920395,-0.08192985396832228,0.03819794265454672,-0.08357163891196251,-0.15606434643268585,0.010131532326340675,0.04,0.94,0.0
11,up_blocks.2.attentions.2.transformer_blocks.0.attn2.to_v,rabbit,50,-0.1520508459955454,0.09905583115971972,-0.15276889503002167,-0.4297579526901245,0.09775953739881516,-0.061747770868241784,0.036031566971473084,-0.05963935703039169,-0.14493048191070557,0.019234545528888702,0.04,0.92,0.0
