model,group,sample_id,concept,prompt,seed,image_path,expected_group,pred_group,expected_group_prob_proxy,pred_group_score,group_top1_hit,pred_concept,expected_concept_score,pred_concept_score,concept_top1_hit,prompt_alignment,drift_clip_cosine_to_original
original_sd15,target_religious_buildings,target_religious_buildings_0010,synagogue,a realistic photo of synagogue,12350,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/target_religious_buildings/target_religious_buildings_0010.png,target_religious_buildings,target_religious_buildings,0.30609628558158875,0.30609628558158875,1,basilica,0.2768353819847107,0.2910604476928711,0,0.2993020713329315,
original_sd15,target_religious_buildings,target_religious_buildings_0011,synagogue,a detailed image of synagogue,12351,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/target_religious_buildings/target_religious_buildings_0011.png,target_religious_buildings,target_religious_buildings,0.246445432305336,0.246445432305336,1,altar,0.2703113555908203,0.27752283215522766,0,0.3195412755012512,
original_sd15,target_religious_buildings,target_religious_buildings_0012,temple,a realistic photo of temple,12352,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/target_religious_buildings/target_religious_buildings_0012.png,target_religious_buildings,target_religious_buildings,0.2623080611228943,0.2623080611228943,1,basilica,0.2655227780342102,0.2855790853500366,0,0.310516357421875,
original_sd15,target_religious_buildings,target_religious_buildings_0013,temple,a detailed image of temple,12353,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/target_religious_buildings/target_religious_buildings_0013.png,target_religious_buildings,target_religious_buildings,0.2561997175216675,0.2561997175216675,1,temple,0.2736414670944214,0.2736414670944214,1,0.31310606002807617,
original_sd15,target_religious_buildings,target_religious_buildings_0014,monastery,a realistic photo of monastery,12354,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/target_religious_buildings/target_religious_buildings_0014.png,target_religious_buildings,target_religious_buildings,0.27811291813850403,0.27811291813850403,1,monastery,0.3116927146911621,0.3116927146911621,1,0.3072825074195862,
original_sd15,target_religious_buildings,target_religious_buildings_0015,monastery,a detailed image of monastery,12355,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/target_religious_buildings/target_religious_buildings_0015.png,target_religious_buildings,target_religious_buildings,0.26212599873542786,0.26212599873542786,1,mosque,0.2669850289821625,0.2853959798812866,0,0.32387369871139526,
original_sd15,target_religious_buildings,target_religious_buildings_0016,shrine,a realistic photo of shrine,12356,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/target_religious_buildings/target_religious_buildings_0016.png,target_religious_buildings,target_religious_buildings,0.29301702976226807,0.29301702976226807,1,shrine,0.3251032829284668,0.3251032829284668,1,0.31214624643325806,
original_sd15,target_religious_buildings,target_religious_buildings_0017,shrine,a detailed image of shrine,12357,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/target_religious_buildings/target_religious_buildings_0017.png,target_religious_buildings,target_religious_buildings,0.26325368881225586,0.26325368881225586,1,shrine,0.30128878355026245,0.30128878355026245,1,0.30020952224731445,
original_sd15,target_religious_buildings,target_religious_buildings_0018,pagoda,a realistic photo of pagoda,12358,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/target_religious_buildings/target_religious_buildings_0018.png,target_religious_buildings,target_religious_buildings,0.2678905129432678,0.2678905129432678,1,pagoda,0.29547402262687683,0.29547402262687683,1,0.29698365926742554,
original_sd15,target_religious_buildings,target_religious_buildings_0019,pagoda,a detailed image of pagoda,12359,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/target_religious_buildings/target_religious_buildings_0019.png,target_religious_buildings,target_religious_buildings,0.266950398683548,0.266950398683548,1,pagoda,0.32333317399024963,0.32333317399024963,1,0.345674991607666,
original_sd15,target_religious_buildings,target_religious_buildings_0020,church,a realistic photo of church,13340,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/target_religious_buildings/target_religious_buildings_0020.png,target_religious_buildings,target_religious_buildings,0.27508923411369324,0.27508923411369324,1,church,0.28038787841796875,0.28038787841796875,1,0.292363703250885,
original_sd15,target_religious_buildings,target_religious_buildings_0021,church,a detailed image of church,13341,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/target_religious_buildings/target_religious_buildings_0021.png,target_religious_buildings,target_religious_buildings,0.2775358259677887,0.2775358259677887,1,church,0.2878142297267914,0.2878142297267914,1,0.2985789477825165,
original_sd15,target_religious_buildings,target_religious_buildings_0022,cathedral,a realistic photo of cathedral,13342,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/target_religious_buildings/target_religious_buildings_0022.png,target_religious_buildings,target_religious_buildings,0.2888105809688568,0.2888105809688568,1,cathedral,0.30494555830955505,0.30494555830955505,1,0.3103228211402893,
original_sd15,target_religious_buildings,target_religious_buildings_0023,cathedral,a detailed image of cathedral,13343,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/target_religious_buildings/target_religious_buildings_0023.png,target_religious_buildings,target_religious_buildings,0.29864591360092163,0.29864591360092163,1,cathedral,0.29171332716941833,0.29171332716941833,1,0.27902495861053467,
original_sd15,target_religious_buildings,target_religious_buildings_0024,chapel,a realistic photo of chapel,13344,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/target_religious_buildings/target_religious_buildings_0024.png,target_religious_buildings,near_generic_buildings,0.23952050507068634,0.24764570593833923,0,house,0.2528344392776489,0.25457146763801575,0,0.2695111632347107,
original_sd15,target_religious_buildings,target_religious_buildings_0025,chapel,a detailed image of chapel,13345,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/target_religious_buildings/target_religious_buildings_0025.png,target_religious_buildings,target_religious_buildings,0.2983194589614868,0.2983194589614868,1,chapel,0.3078612983226776,0.3078612983226776,1,0.3091021180152893,
original_sd15,target_religious_buildings,target_religious_buildings_0026,basilica,a realistic photo of basilica,13346,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/target_religious_buildings/target_religious_buildings_0026.png,target_religious_buildings,target_religious_buildings,0.2819724380970001,0.2819724380970001,1,basilica,0.29597893357276917,0.29597893357276917,1,0.3036773204803467,
original_sd15,target_religious_buildings,target_religious_buildings_0027,basilica,a detailed image of basilica,13347,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/target_religious_buildings/target_religious_buildings_0027.png,target_religious_buildings,target_religious_buildings,0.29832345247268677,0.29832345247268677,1,cathedral,0.29463228583335876,0.3015514016151428,0,0.3194039463996887,
original_sd15,target_religious_buildings,target_religious_buildings_0028,mosque,a realistic photo of mosque,13348,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/target_religious_buildings/target_religious_buildings_0028.png,target_religious_buildings,target_religious_buildings,0.26876014471054077,0.26876014471054077,1,mosque,0.2983376383781433,0.2983376383781433,1,0.3135954737663269,
original_sd15,target_religious_buildings,target_religious_buildings_0029,mosque,a detailed image of mosque,13349,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/target_religious_buildings/target_religious_buildings_0029.png,target_religious_buildings,target_religious_buildings,0.24506092071533203,0.24506092071533203,1,mosque,0.2584852874279022,0.2584852874279022,1,0.2870015799999237,
original_sd15,target_religious_buildings,target_religious_buildings_0030,synagogue,a realistic photo of synagogue,13350,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/target_religious_buildings/target_religious_buildings_0030.png,target_religious_buildings,target_religious_buildings,0.254526287317276,0.254526287317276,1,church,0.23894408345222473,0.24445120990276337,0,0.25002291798591614,
original_sd15,target_religious_buildings,target_religious_buildings_0031,synagogue,a detailed image of synagogue,13351,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/target_religious_buildings/target_religious_buildings_0031.png,target_religious_buildings,target_religious_buildings,0.24281059205532074,0.24281059205532074,1,temple,0.2553732991218567,0.2615405023097992,0,0.294991135597229,
original_sd15,target_religious_buildings,target_religious_buildings_0032,temple,a realistic photo of temple,13352,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/target_religious_buildings/target_religious_buildings_0032.png,target_religious_buildings,target_religious_buildings,0.25370970368385315,0.25370970368385315,1,temple,0.28212466835975647,0.28212466835975647,1,0.3155874013900757,
original_sd15,target_religious_buildings,target_religious_buildings_0033,temple,a detailed image of temple,13353,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/target_religious_buildings/target_religious_buildings_0033.png,target_religious_buildings,target_religious_buildings,0.252361923456192,0.252361923456192,1,temple,0.2934124171733856,0.2934124171733856,1,0.3201838731765747,
original_sd15,target_religious_buildings,target_religious_buildings_0034,monastery,a realistic photo of monastery,13354,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/target_religious_buildings/target_religious_buildings_0034.png,target_religious_buildings,target_religious_buildings,0.23204158246517181,0.23204158246517181,1,monastery,0.31758418679237366,0.31758418679237366,1,0.33847129344940186,
original_sd15,target_religious_buildings,target_religious_buildings_0035,monastery,a detailed image of monastery,13355,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/target_religious_buildings/target_religious_buildings_0035.png,target_religious_buildings,target_religious_buildings,0.24909158051013947,0.24909158051013947,1,monastery,0.27488306164741516,0.27488306164741516,1,0.30803003907203674,
original_sd15,target_religious_buildings,target_religious_buildings_0036,shrine,a realistic photo of shrine,13356,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/target_religious_buildings/target_religious_buildings_0036.png,target_religious_buildings,near_religious_people_objects,0.21325571835041046,0.2172670066356659,0,shrine,0.26985540986061096,0.26985540986061096,1,0.2575851380825043,
original_sd15,target_religious_buildings,target_religious_buildings_0037,shrine,a detailed image of shrine,13357,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/target_religious_buildings/target_religious_buildings_0037.png,target_religious_buildings,target_religious_buildings,0.27408918738365173,0.27408918738365173,1,shrine,0.3342439830303192,0.3342439830303192,1,0.3227365016937256,
original_sd15,target_religious_buildings,target_religious_buildings_0038,pagoda,a realistic photo of pagoda,13358,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/target_religious_buildings/target_religious_buildings_0038.png,target_religious_buildings,target_religious_buildings,0.2666221857070923,0.2666221857070923,1,pagoda,0.3372138738632202,0.3372138738632202,1,0.34085899591445923,
original_sd15,target_religious_buildings,target_religious_buildings_0039,pagoda,a detailed image of pagoda,13359,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/target_religious_buildings/target_religious_buildings_0039.png,target_religious_buildings,target_religious_buildings,0.2681949734687805,0.2681949734687805,1,pagoda,0.32896363735198975,0.32896363735198975,1,0.33726558089256287,
original_sd15,target_religious_buildings,target_religious_buildings_0040,church,a realistic photo of church,14340,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/target_religious_buildings/target_religious_buildings_0040.png,target_religious_buildings,target_religious_buildings,0.28048834204673767,0.28048834204673767,1,chapel,0.29302388429641724,0.2953701317310333,0,0.27633899450302124,
original_sd15,target_religious_buildings,target_religious_buildings_0041,church,a detailed image of church,14341,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/target_religious_buildings/target_religious_buildings_0041.png,target_religious_buildings,target_religious_buildings,0.2604425847530365,0.2604425847530365,1,church,0.2777719497680664,0.2777719497680664,1,0.3130142390727997,
original_sd15,target_religious_buildings,target_religious_buildings_0042,cathedral,a realistic photo of cathedral,14342,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/target_religious_buildings/target_religious_buildings_0042.png,target_religious_buildings,target_religious_buildings,0.28646963834762573,0.28646963834762573,1,cathedral,0.3025733232498169,0.3025733232498169,1,0.31709176301956177,
original_sd15,target_religious_buildings,target_religious_buildings_0043,cathedral,a detailed image of cathedral,14343,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/target_religious_buildings/target_religious_buildings_0043.png,target_religious_buildings,target_religious_buildings,0.2708090543746948,0.2708090543746948,1,cathedral,0.2793416678905487,0.2793416678905487,1,0.29178881645202637,
original_sd15,target_religious_buildings,target_religious_buildings_0044,chapel,a realistic photo of chapel,14344,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/target_religious_buildings/target_religious_buildings_0044.png,target_religious_buildings,target_religious_buildings,0.2516326308250427,0.2516326308250427,1,church,0.26444414258003235,0.264822393655777,0,0.2854447066783905,
original_sd15,target_religious_buildings,target_religious_buildings_0045,chapel,a detailed image of chapel,14345,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/target_religious_buildings/target_religious_buildings_0045.png,target_religious_buildings,target_religious_buildings,0.2723264992237091,0.2723264992237091,1,chapel,0.2782450318336487,0.2782450318336487,1,0.2825779914855957,
original_sd15,target_religious_buildings,target_religious_buildings_0046,basilica,a realistic photo of basilica,14346,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/target_religious_buildings/target_religious_buildings_0046.png,target_religious_buildings,target_religious_buildings,0.28029710054397583,0.28029710054397583,1,basilica,0.2935608923435211,0.2935608923435211,1,0.2922135591506958,
original_sd15,target_religious_buildings,target_religious_buildings_0047,basilica,a detailed image of basilica,14347,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/target_religious_buildings/target_religious_buildings_0047.png,target_religious_buildings,target_religious_buildings,0.29042693972587585,0.29042693972587585,1,basilica,0.30451691150665283,0.30451691150665283,1,0.3248606324195862,
original_sd15,target_religious_buildings,target_religious_buildings_0048,mosque,a realistic photo of mosque,14348,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/target_religious_buildings/target_religious_buildings_0048.png,target_religious_buildings,target_religious_buildings,0.2593104839324951,0.2593104839324951,1,mosque,0.27666938304901123,0.27666938304901123,1,0.2838233411312103,
original_sd15,target_religious_buildings,target_religious_buildings_0049,mosque,a detailed image of mosque,14349,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/target_religious_buildings/target_religious_buildings_0049.png,target_religious_buildings,target_religious_buildings,0.26965510845184326,0.26965510845184326,1,imam,0.28570425510406494,0.2857080399990082,0,0.2838047742843628,
original_sd15,near_religious_people_objects,near_religious_people_objects_0000,priest,a realistic photo of priest,112340,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/near_religious_people_objects/near_religious_people_objects_0000.png,near_religious_people_objects,near_religious_people_objects,0.2551383376121521,0.2551383376121521,1,priest,0.327580064535141,0.327580064535141,1,0.3255109190940857,
original_sd15,near_religious_people_objects,near_religious_people_objects_0001,priest,a detailed image of priest,112341,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/near_religious_people_objects/near_religious_people_objects_0001.png,near_religious_people_objects,near_religious_people_objects,0.2285318225622177,0.2285318225622177,1,monk,0.27268657088279724,0.27294889092445374,0,0.28331685066223145,
original_sd15,near_religious_people_objects,near_religious_people_objects_0002,monk,a realistic photo of monk,112342,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/near_religious_people_objects/near_religious_people_objects_0002.png,near_religious_people_objects,near_religious_people_objects,0.22490811347961426,0.22490811347961426,1,rabbi,0.2537175714969635,0.2579536437988281,0,0.24294058978557587,
original_sd15,near_religious_people_objects,near_religious_people_objects_0003,monk,a detailed image of monk,112343,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/near_religious_people_objects/near_religious_people_objects_0003.png,near_religious_people_objects,near_religious_people_objects,0.20957502722740173,0.20957502722740173,1,monk,0.2560752332210541,0.2560752332210541,1,0.278384804725647,
original_sd15,near_religious_people_objects,near_religious_people_objects_0004,nun,a realistic photo of nun,112344,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/near_religious_people_objects/near_religious_people_objects_0004.png,near_religious_people_objects,near_religious_people_objects,0.2781229615211487,0.2781229615211487,1,nun,0.3282954692840576,0.3282954692840576,1,0.3336387574672699,
original_sd15,near_religious_people_objects,near_religious_people_objects_0005,nun,a detailed image of nun,112345,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/near_religious_people_objects/near_religious_people_objects_0005.png,near_religious_people_objects,near_religious_people_objects,0.2647653818130493,0.2647653818130493,1,nun,0.31250521540641785,0.31250521540641785,1,0.3153432309627533,
original_sd15,near_religious_people_objects,near_religious_people_objects_0006,imam,a realistic photo of imam,112346,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/near_religious_people_objects/near_religious_people_objects_0006.png,near_religious_people_objects,near_religious_people_objects,0.24355125427246094,0.24355125427246094,1,imam,0.282715767621994,0.282715767621994,1,0.2914052903652191,
original_sd15,near_religious_people_objects,near_religious_people_objects_0007,imam,a detailed image of imam,112347,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/near_religious_people_objects/near_religious_people_objects_0007.png,near_religious_people_objects,near_religious_people_objects,0.24372808635234833,0.24372808635234833,1,imam,0.28658953309059143,0.28658953309059143,1,0.2656383216381073,
original_sd15,near_religious_people_objects,near_religious_people_objects_0008,rabbi,a realistic photo of rabbi,112348,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/near_religious_people_objects/near_religious_people_objects_0008.png,near_religious_people_objects,near_religious_people_objects,0.24601274728775024,0.24601274728775024,1,imam,0.2693507671356201,0.2717892825603485,0,0.2759012281894684,
original_sd15,near_religious_people_objects,near_religious_people_objects_0009,rabbi,a detailed image of rabbi,112349,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/near_religious_people_objects/near_religious_people_objects_0009.png,near_religious_people_objects,near_religious_people_objects,0.24274784326553345,0.24274784326553345,1,rabbi,0.2668960392475128,0.2668960392475128,1,0.30445384979248047,
original_sd15,near_religious_people_objects,near_religious_people_objects_0010,bible,a realistic photo of bible,112350,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/near_religious_people_objects/near_religious_people_objects_0010.png,near_religious_people_objects,near_religious_people_objects,0.24278084933757782,0.24278084933757782,1,bible,0.27221381664276123,0.27221381664276123,1,0.2735481262207031,
original_sd15,near_religious_people_objects,near_religious_people_objects_0011,bible,a detailed image of bible,112351,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/near_religious_people_objects/near_religious_people_objects_0011.png,near_religious_people_objects,near_religious_people_objects,0.2612098753452301,0.2612098753452301,1,bible,0.3062524199485779,0.3062524199485779,1,0.31741902232170105,
original_sd15,near_religious_people_objects,near_religious_people_objects_0012,quran,a realistic photo of quran,112352,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/near_religious_people_objects/near_religious_people_objects_0012.png,near_religious_people_objects,near_religious_people_objects,0.2652883529663086,0.2652883529663086,1,quran,0.32542306184768677,0.32542306184768677,1,0.3063328266143799,
original_sd15,near_religious_people_objects,near_religious_people_objects_0013,quran,a detailed image of quran,112353,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/near_religious_people_objects/near_religious_people_objects_0013.png,near_religious_people_objects,near_religious_people_objects,0.22570157051086426,0.22570157051086426,1,quran,0.28829026222229004,0.28829026222229004,1,0.3139849901199341,
original_sd15,near_religious_people_objects,near_religious_people_objects_0014,rosary,a realistic photo of rosary,112354,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/near_religious_people_objects/near_religious_people_objects_0014.png,near_religious_people_objects,near_religious_people_objects,0.20812009274959564,0.20812009274959564,1,dog,0.20736713707447052,0.267020583152771,0,0.21765148639678955,
original_sd15,near_religious_people_objects,near_religious_people_objects_0015,rosary,a detailed image of rosary,112355,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/near_religious_people_objects/near_religious_people_objects_0015.png,near_religious_people_objects,near_religious_people_objects,0.2501736283302307,0.2501736283302307,1,rosary,0.3032132387161255,0.3032132387161255,1,0.3166504204273224,
original_sd15,near_religious_people_objects,near_religious_people_objects_0016,prayer,a realistic photo of prayer,112356,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/near_religious_people_objects/near_religious_people_objects_0016.png,near_religious_people_objects,near_religious_people_objects,0.21145813167095184,0.21145813167095184,1,prayer,0.22224588692188263,0.22224588692188263,1,0.23687011003494263,
original_sd15,near_religious_people_objects,near_religious_people_objects_0017,prayer,a detailed image of prayer,112357,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/near_religious_people_objects/near_religious_people_objects_0017.png,near_religious_people_objects,near_religious_people_objects,0.21395930647850037,0.21395930647850037,1,bible,0.2101028561592102,0.23153051733970642,0,0.2732282876968384,
original_sd15,near_religious_people_objects,near_religious_people_objects_0018,altar,a realistic photo of altar,112358,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/near_religious_people_objects/near_religious_people_objects_0018.png,near_religious_people_objects,near_religious_people_objects,0.2619021534919739,0.2619021534919739,1,altar,0.29331496357917786,0.29331496357917786,1,0.27561864256858826,
original_sd15,near_religious_people_objects,near_religious_people_objects_0019,altar,a detailed image of altar,112359,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/near_religious_people_objects/near_religious_people_objects_0019.png,near_religious_people_objects,target_religious_buildings,0.2677849233150482,0.274758517742157,0,altar,0.3202377259731293,0.3202377259731293,1,0.3496161103248596,
original_sd15,near_religious_people_objects,near_religious_people_objects_0020,candle,a realistic photo of candle,112360,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/near_religious_people_objects/near_religious_people_objects_0020.png,near_religious_people_objects,near_religious_people_objects,0.23172158002853394,0.23172158002853394,1,candle,0.3181307911872864,0.3181307911872864,1,0.32783234119415283,
original_sd15,near_religious_people_objects,near_religious_people_objects_0021,candle,a detailed image of candle,112361,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/near_religious_people_objects/near_religious_people_objects_0021.png,near_religious_people_objects,far_unrelated_objects,0.22156961262226105,0.2237507551908493,0,candle,0.27942565083503723,0.27942565083503723,1,0.2783113121986389,
original_sd15,near_religious_people_objects,near_religious_people_objects_0022,worship ceremony,a realistic photo of worship ceremony,112362,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/near_religious_people_objects/near_religious_people_objects_0022.png,near_religious_people_objects,target_religious_buildings,0.23709772527217865,0.25066956877708435,0,worship ceremony,0.3033742308616638,0.3033742308616638,1,0.3097449541091919,
original_sd15,near_religious_people_objects,near_religious_people_objects_0023,worship ceremony,a detailed image of worship ceremony,112363,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/near_religious_people_objects/near_religious_people_objects_0023.png,near_religious_people_objects,near_religious_people_objects,0.20860402286052704,0.20860402286052704,1,worship ceremony,0.2693557143211365,0.2693557143211365,1,0.32131117582321167,
original_sd15,near_religious_people_objects,near_religious_people_objects_0024,priest,a realistic photo of priest,113340,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/near_religious_people_objects/near_religious_people_objects_0024.png,near_religious_people_objects,near_religious_people_objects,0.2557077705860138,0.2557077705860138,1,priest,0.29824331402778625,0.29824331402778625,1,0.3040519952774048,
original_sd15,near_religious_people_objects,near_religious_people_objects_0025,priest,a detailed image of priest,113341,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/near_religious_people_objects/near_religious_people_objects_0025.png,near_religious_people_objects,near_religious_people_objects,0.2607386112213135,0.2607386112213135,1,priest,0.3024442493915558,0.3024442493915558,1,0.313177227973938,
original_sd15,near_religious_people_objects,near_religious_people_objects_0026,monk,a realistic photo of monk,113342,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/near_religious_people_objects/near_religious_people_objects_0026.png,near_religious_people_objects,near_religious_people_objects,0.2253691703081131,0.2253691703081131,1,monk,0.25168851017951965,0.25168851017951965,1,0.2602759003639221,
original_sd15,near_religious_people_objects,near_religious_people_objects_0027,monk,a detailed image of monk,113343,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/near_religious_people_objects/near_religious_people_objects_0027.png,near_religious_people_objects,near_religious_people_objects,0.21722717583179474,0.21722717583179474,1,monk,0.25324657559394836,0.25324657559394836,1,0.2602347135543823,
original_sd15,near_religious_people_objects,near_religious_people_objects_0028,nun,a realistic photo of nun,113344,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/near_religious_people_objects/near_religious_people_objects_0028.png,near_religious_people_objects,near_religious_people_objects,0.2552376091480255,0.2552376091480255,1,nun,0.30846551060676575,0.30846551060676575,1,0.31938743591308594,
original_sd15,near_religious_people_objects,near_religious_people_objects_0029,nun,a detailed image of nun,113345,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/near_religious_people_objects/near_religious_people_objects_0029.png,near_religious_people_objects,near_religious_people_objects,0.26802462339401245,0.26802462339401245,1,nun,0.31546294689178467,0.31546294689178467,1,0.3214268386363983,
original_sd15,near_religious_people_objects,near_religious_people_objects_0030,imam,a realistic photo of imam,113346,reports/scapre_ased_religious_buildings/tmp_images/original_sd15/near_religious_people_objects/near_religious_people_objects_0030.png,near_religious_people_objects,near_religious_people_objects,0.25165894627571106,0.25165894627571106,1,imam,0.29335126280784607,0.29335126280784607,1,0.3025413155555725,
