phase,pair_index,pair,target,anchor,prompt,method,seed,target_similarity,anchor_similarity,anchor_minus_target,predicted_label,own_anchor_top1,rgb_std,image_path
smoke,1,cat_to_dog,cat,dog,a photo of a cat,original,52,0.2892545163631439,0.230415478348732,-0.058839038014411926,cat,False,0.22003880143165588,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/initial_screening/images/smoke/cat_to_dog/original/seed_52.png
smoke,1,cat_to_dog,cat,dog,a photo of a cat,original,53,0.2649376392364502,0.2115783393383026,-0.05335929989814758,cat,False,0.2753906548023224,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/initial_screening/images/smoke/cat_to_dog/original/seed_53.png
smoke,1,cat_to_dog,cat,dog,a photo of a cat,original,54,0.2850841283798218,0.22975000739097595,-0.055334120988845825,cat,False,0.2945363521575928,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/initial_screening/images/smoke/cat_to_dog/original/seed_54.png
smoke,1,cat_to_dog,cat,dog,a photo of a cat,original,55,0.2822721600532532,0.22741611301898956,-0.05485604703426361,cat,False,0.25874897837638855,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/initial_screening/images/smoke/cat_to_dog/original/seed_55.png
smoke,1,cat_to_dog,cat,dog,a photo of a cat,original,56,0.2708626687526703,0.22413791716098785,-0.046724751591682434,cat,False,0.2504187524318695,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/initial_screening/images/smoke/cat_to_dog/original/seed_56.png
smoke,1,cat_to_dog,cat,dog,a photo of a cat,original,57,0.2701389193534851,0.22261451184749603,-0.047524407505989075,cat,False,0.2716277539730072,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/initial_screening/images/smoke/cat_to_dog/original/seed_57.png
smoke,1,cat_to_dog,cat,dog,a photo of a cat,original,58,0.28166574239730835,0.22976934909820557,-0.05189639329910278,cat,False,0.2448437511920929,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/initial_screening/images/smoke/cat_to_dog/original/seed_58.png
smoke,1,cat_to_dog,cat,dog,a photo of a cat,original,59,0.29332610964775085,0.2377692312002182,-0.055556878447532654,cat,False,0.18526406586170197,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/initial_screening/images/smoke/cat_to_dog/original/seed_59.png
smoke,1,cat_to_dog,cat,dog,a photo of a cat,original,60,0.28661227226257324,0.2320820391178131,-0.05453023314476013,cat,False,0.2569502592086792,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/initial_screening/images/smoke/cat_to_dog/original/seed_60.png
smoke,1,cat_to_dog,cat,dog,a photo of a cat,original,61,0.2774350941181183,0.21965083479881287,-0.05778425931930542,cat,False,0.27738502621650696,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/initial_screening/images/smoke/cat_to_dog/original/seed_61.png
smoke,1,cat_to_dog,cat,dog,a photo of a cat,single_vector_cat_to_dog,42,0.2206781953573227,0.28290316462516785,0.062224969267845154,dog,True,0.24753908812999725,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/initial_screening/images/smoke/cat_to_dog/single_vector_cat_to_dog/seed_42.png
smoke,1,cat_to_dog,cat,dog,a photo of a cat,single_vector_cat_to_dog,43,0.22524581849575043,0.2864750325679779,0.06122921407222748,dog,True,0.25049540400505066,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/initial_screening/images/smoke/cat_to_dog/single_vector_cat_to_dog/seed_43.png
smoke,1,cat_to_dog,cat,dog,a photo of a cat,single_vector_cat_to_dog,44,0.19615745544433594,0.2626354396343231,0.06647798418998718,dog,True,0.2787945568561554,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/initial_screening/images/smoke/cat_to_dog/single_vector_cat_to_dog/seed_44.png
smoke,1,cat_to_dog,cat,dog,a photo of a cat,single_vector_cat_to_dog,45,0.2138282060623169,0.27688470482826233,0.06305649876594543,dog,True,0.21598412096500397,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/initial_screening/images/smoke/cat_to_dog/single_vector_cat_to_dog/seed_45.png
smoke,1,cat_to_dog,cat,dog,a photo of a cat,single_vector_cat_to_dog,46,0.21157622337341309,0.2770139276981354,0.06543770432472229,dog,True,0.20447655022144318,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/initial_screening/images/smoke/cat_to_dog/single_vector_cat_to_dog/seed_46.png
smoke,1,cat_to_dog,cat,dog,a photo of a cat,single_vector_cat_to_dog,47,0.22501452267169952,0.2805301547050476,0.055515632033348083,dog,True,0.2627617418766022,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/initial_screening/images/smoke/cat_to_dog/single_vector_cat_to_dog/seed_47.png
smoke,1,cat_to_dog,cat,dog,a photo of a cat,single_vector_cat_to_dog,48,0.21601258218288422,0.27744218707084656,0.06142960488796234,dog,True,0.2707681953907013,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/initial_screening/images/smoke/cat_to_dog/single_vector_cat_to_dog/seed_48.png
smoke,1,cat_to_dog,cat,dog,a photo of a cat,single_vector_cat_to_dog,49,0.23923362791538239,0.2894040048122406,0.050170376896858215,dog,True,0.24398696422576904,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/initial_screening/images/smoke/cat_to_dog/single_vector_cat_to_dog/seed_49.png
smoke,1,cat_to_dog,cat,dog,a photo of a cat,single_vector_cat_to_dog,50,0.20573151111602783,0.26200738549232483,0.056275874376297,dog,True,0.2514837682247162,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/initial_screening/images/smoke/cat_to_dog/single_vector_cat_to_dog/seed_50.png
smoke,1,cat_to_dog,cat,dog,a photo of a cat,single_vector_cat_to_dog,51,0.2033625692129135,0.269270122051239,0.0659075528383255,dog,True,0.30362415313720703,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/initial_screening/images/smoke/cat_to_dog/single_vector_cat_to_dog/seed_51.png
smoke,1,cat_to_dog,cat,dog,a photo of a cat,single_vector_cat_to_dog,52,0.223725363612175,0.28042182326316833,0.05669645965099335,dog,True,0.25681838393211365,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/initial_screening/images/smoke/cat_to_dog/single_vector_cat_to_dog/seed_52.png
smoke,1,cat_to_dog,cat,dog,a photo of a cat,single_vector_cat_to_dog,53,0.216499924659729,0.276479572057724,0.059979647397994995,dog,True,0.25739791989326477,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/initial_screening/images/smoke/cat_to_dog/single_vector_cat_to_dog/seed_53.png
smoke,1,cat_to_dog,cat,dog,a photo of a cat,single_vector_cat_to_dog,54,0.24935322999954224,0.290814608335495,0.04146137833595276,dog,True,0.27795490622520447,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/initial_screening/images/smoke/cat_to_dog/single_vector_cat_to_dog/seed_54.png
smoke,1,cat_to_dog,cat,dog,a photo of a cat,single_vector_cat_to_dog,55,0.22828561067581177,0.2952846586704254,0.06699904799461365,dog,True,0.2456376552581787,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/initial_screening/images/smoke/cat_to_dog/single_vector_cat_to_dog/seed_55.png
smoke,1,cat_to_dog,cat,dog,a photo of a cat,single_vector_cat_to_dog,56,0.21480126678943634,0.2682577967643738,0.05345652997493744,dog,True,0.26707273721694946,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/initial_screening/images/smoke/cat_to_dog/single_vector_cat_to_dog/seed_56.png
smoke,1,cat_to_dog,cat,dog,a photo of a cat,single_vector_cat_to_dog,57,0.20309002697467804,0.2660081386566162,0.06291811168193817,dog,True,0.28508391976356506,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/initial_screening/images/smoke/cat_to_dog/single_vector_cat_to_dog/seed_57.png
smoke,1,cat_to_dog,cat,dog,a photo of a cat,single_vector_cat_to_dog,58,0.23783300817012787,0.2817414402961731,0.04390843212604523,dog,True,0.25651517510414124,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/initial_screening/images/smoke/cat_to_dog/single_vector_cat_to_dog/seed_58.png
smoke,1,cat_to_dog,cat,dog,a photo of a cat,single_vector_cat_to_dog,59,0.22044529020786285,0.2729312777519226,0.05248598754405975,dog,True,0.21828430891036987,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/initial_screening/images/smoke/cat_to_dog/single_vector_cat_to_dog/seed_59.png
smoke,1,cat_to_dog,cat,dog,a photo of a cat,single_vector_cat_to_dog,60,0.2257789820432663,0.28135859966278076,0.055579617619514465,dog,True,0.2675781548023224,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/initial_screening/images/smoke/cat_to_dog/single_vector_cat_to_dog/seed_60.png
smoke,1,cat_to_dog,cat,dog,a photo of a cat,single_vector_cat_to_dog,61,0.2157621830701828,0.26925092935562134,0.05348874628543854,dog,True,0.2623153328895569,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/initial_screening/images/smoke/cat_to_dog/single_vector_cat_to_dog/seed_61.png
smoke,1,cat_to_dog,cat,dog,a photo of a cat,single_subspace_cat_to_dog,42,0.20849813520908356,0.28122764825820923,0.07272951304912567,dog,True,0.1961687207221985,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/initial_screening/images/smoke/cat_to_dog/single_subspace_cat_to_dog/seed_42.png
smoke,1,cat_to_dog,cat,dog,a photo of a cat,single_subspace_cat_to_dog,43,0.19922365248203278,0.2684611678123474,0.06923751533031464,dog,True,0.2277136743068695,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/initial_screening/images/smoke/cat_to_dog/single_subspace_cat_to_dog/seed_43.png
smoke,1,cat_to_dog,cat,dog,a photo of a cat,single_subspace_cat_to_dog,44,0.19142752885818481,0.26258257031440735,0.07115504145622253,dog,True,0.2659238278865814,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/initial_screening/images/smoke/cat_to_dog/single_subspace_cat_to_dog/seed_44.png
smoke,1,cat_to_dog,cat,dog,a photo of a cat,single_subspace_cat_to_dog,45,0.20958112180233002,0.27873942255973816,0.06915830075740814,dog,True,0.22976654767990112,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/initial_screening/images/smoke/cat_to_dog/single_subspace_cat_to_dog/seed_45.png
smoke,1,cat_to_dog,cat,dog,a photo of a cat,single_subspace_cat_to_dog,46,0.2087727040052414,0.2708124816417694,0.062039777636528015,dog,True,0.18240508437156677,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/initial_screening/images/smoke/cat_to_dog/single_subspace_cat_to_dog/seed_46.png
smoke,1,cat_to_dog,cat,dog,a photo of a cat,single_subspace_cat_to_dog,47,0.19521702826023102,0.27046364545822144,0.07524661719799042,dog,True,0.26261499524116516,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/initial_screening/images/smoke/cat_to_dog/single_subspace_cat_to_dog/seed_47.png
smoke,1,cat_to_dog,cat,dog,a photo of a cat,single_subspace_cat_to_dog,48,0.21095339953899384,0.2786068320274353,0.06765343248844147,dog,True,0.22725370526313782,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/initial_screening/images/smoke/cat_to_dog/single_subspace_cat_to_dog/seed_48.png
smoke,1,cat_to_dog,cat,dog,a photo of a cat,single_subspace_cat_to_dog,49,0.24627810716629028,0.2803756892681122,0.0340975821018219,dog,True,0.20383399724960327,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/initial_screening/images/smoke/cat_to_dog/single_subspace_cat_to_dog/seed_49.png
smoke,1,cat_to_dog,cat,dog,a photo of a cat,single_subspace_cat_to_dog,50,0.19990932941436768,0.27018919587135315,0.07027986645698547,dog,True,0.24607643485069275,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/initial_screening/images/smoke/cat_to_dog/single_subspace_cat_to_dog/seed_50.png
smoke,1,cat_to_dog,cat,dog,a photo of a cat,single_subspace_cat_to_dog,51,0.19508470594882965,0.2573094069957733,0.062224701046943665,dog,True,0.2084776759147644,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/initial_screening/images/smoke/cat_to_dog/single_subspace_cat_to_dog/seed_51.png
smoke,1,cat_to_dog,cat,dog,a photo of a cat,single_subspace_cat_to_dog,52,0.19665880501270294,0.26533856987953186,0.06867976486682892,dog,True,0.2628777325153351,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/initial_screening/images/smoke/cat_to_dog/single_subspace_cat_to_dog/seed_52.png
smoke,1,cat_to_dog,cat,dog,a photo of a cat,single_subspace_cat_to_dog,53,0.20927117764949799,0.2783600389957428,0.06908886134624481,dog,True,0.24417409300804138,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/initial_screening/images/smoke/cat_to_dog/single_subspace_cat_to_dog/seed_53.png
smoke,1,cat_to_dog,cat,dog,a photo of a cat,single_subspace_cat_to_dog,54,0.208246111869812,0.2756553590297699,0.06740924715995789,dog,True,0.2159576714038849,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/initial_screening/images/smoke/cat_to_dog/single_subspace_cat_to_dog/seed_54.png
smoke,1,cat_to_dog,cat,dog,a photo of a cat,single_subspace_cat_to_dog,55,0.2008965015411377,0.27047228813171387,0.06957578659057617,dog,True,0.25450992584228516,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/initial_screening/images/smoke/cat_to_dog/single_subspace_cat_to_dog/seed_55.png
smoke,1,cat_to_dog,cat,dog,a photo of a cat,single_subspace_cat_to_dog,56,0.18752656877040863,0.2562257945537567,0.06869922578334808,dog,True,0.27146342396736145,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/initial_screening/images/smoke/cat_to_dog/single_subspace_cat_to_dog/seed_56.png
smoke,1,cat_to_dog,cat,dog,a photo of a cat,single_subspace_cat_to_dog,57,0.2209405153989792,0.27522119879722595,0.054280683398246765,dog,True,0.31658655405044556,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/initial_screening/images/smoke/cat_to_dog/single_subspace_cat_to_dog/seed_57.png
smoke,1,cat_to_dog,cat,dog,a photo of a cat,single_subspace_cat_to_dog,58,0.21231965720653534,0.27756401896476746,0.06524436175823212,dog,True,0.23410415649414062,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/initial_screening/images/smoke/cat_to_dog/single_subspace_cat_to_dog/seed_58.png
smoke,1,cat_to_dog,cat,dog,a photo of a cat,single_subspace_cat_to_dog,59,0.23006080090999603,0.28587448596954346,0.055813685059547424,dog,True,0.18640455603599548,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/initial_screening/images/smoke/cat_to_dog/single_subspace_cat_to_dog/seed_59.png
smoke,1,cat_to_dog,cat,dog,a photo of a cat,single_subspace_cat_to_dog,60,0.20860427618026733,0.2792724072933197,0.07066813111305237,dog,True,0.26652780175209045,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/initial_screening/images/smoke/cat_to_dog/single_subspace_cat_to_dog/seed_60.png
smoke,1,cat_to_dog,cat,dog,a photo of a cat,single_subspace_cat_to_dog,61,0.22351573407649994,0.29474589228630066,0.07123015820980072,dog,True,0.24182751774787903,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/initial_screening/images/smoke/cat_to_dog/single_subspace_cat_to_dog/seed_61.png
screening,2,airplane_to_sky,airplane,sky,a photo of an airplane,original,42,0.2709832489490509,0.1741330772638321,-0.09685017168521881,airplane,False,0.2633703052997589,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/initial_screening/images/screening/airplane_to_sky/original/seed_42.png
screening,2,airplane_to_sky,airplane,sky,a photo of an airplane,original,43,0.2799451947212219,0.20397600531578064,-0.07596918940544128,airplane,False,0.1836439073085785,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/initial_screening/images/screening/airplane_to_sky/original/seed_43.png
screening,2,airplane_to_sky,airplane,sky,a photo of an airplane,original,44,0.25731363892555237,0.19269101321697235,-0.06462262570858002,airplane,False,0.21291396021842957,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/initial_screening/images/screening/airplane_to_sky/original/seed_44.png
screening,2,airplane_to_sky,airplane,sky,a photo of an airplane,original,45,0.2589971721172333,0.18177743256092072,-0.07721973955631256,airplane,False,0.16673168540000916,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/initial_screening/images/screening/airplane_to_sky/original/seed_45.png
screening,2,airplane_to_sky,airplane,sky,a photo of an airplane,original,46,0.2611403167247772,0.19181598722934723,-0.06932432949542999,airplane,False,0.12688235938549042,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/initial_screening/images/screening/airplane_to_sky/original/seed_46.png
screening,2,airplane_to_sky,airplane,sky,a photo of an airplane,original,47,0.275657057762146,0.19088876247406006,-0.08476829528808594,airplane,False,0.1591448336839676,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/initial_screening/images/screening/airplane_to_sky/original/seed_47.png
screening,2,airplane_to_sky,airplane,sky,a photo of an airplane,original,48,0.25878649950027466,0.18275722861289978,-0.07602927088737488,airplane,False,0.20247063040733337,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/initial_screening/images/screening/airplane_to_sky/original/seed_48.png
screening,2,airplane_to_sky,airplane,sky,a photo of an airplane,original,49,0.2527027428150177,0.1722407191991806,-0.0804620236158371,airplane,False,0.1890283077955246,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/initial_screening/images/screening/airplane_to_sky/original/seed_49.png
screening,2,airplane_to_sky,airplane,sky,a photo of an airplane,original,50,0.26524603366851807,0.2081669420003891,-0.05707909166812897,airplane,False,0.16159173846244812,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/initial_screening/images/screening/airplane_to_sky/original/seed_50.png
screening,2,airplane_to_sky,airplane,sky,a photo of an airplane,original,51,0.28032737970352173,0.24630363285541534,-0.034023746848106384,airplane,False,0.1583951860666275,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/initial_screening/images/screening/airplane_to_sky/original/seed_51.png
screening,2,airplane_to_sky,airplane,sky,a photo of an airplane,original,52,0.27754390239715576,0.20041193068027496,-0.0771319717168808,airplane,False,0.11796669661998749,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/initial_screening/images/screening/airplane_to_sky/original/seed_52.png
screening,2,airplane_to_sky,airplane,sky,a photo of an airplane,original,53,0.2821371257305145,0.20276318490505219,-0.07937394082546234,airplane,False,0.1671217530965805,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/initial_screening/images/screening/airplane_to_sky/original/seed_53.png
screening,2,airplane_to_sky,airplane,sky,a photo of an airplane,original,54,0.27623623609542847,0.23015467822551727,-0.046081557869911194,airplane,False,0.14441069960594177,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/initial_screening/images/screening/airplane_to_sky/original/seed_54.png
screening,2,airplane_to_sky,airplane,sky,a photo of an airplane,original,55,0.26650920510292053,0.18428753316402435,-0.08222167193889618,airplane,False,0.14062827825546265,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/initial_screening/images/screening/airplane_to_sky/original/seed_55.png
screening,2,airplane_to_sky,airplane,sky,a photo of an airplane,original,56,0.2635396122932434,0.20338524878025055,-0.06015436351299286,airplane,False,0.16548319160938263,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/initial_screening/images/screening/airplane_to_sky/original/seed_56.png
screening,2,airplane_to_sky,airplane,sky,a photo of an airplane,original,57,0.2654690444469452,0.21786850690841675,-0.04760053753852844,airplane,False,0.3024444282054901,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/initial_screening/images/screening/airplane_to_sky/original/seed_57.png
screening,2,airplane_to_sky,airplane,sky,a photo of an airplane,original,58,0.27480563521385193,0.1984999030828476,-0.07630573213100433,airplane,False,0.21856801211833954,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/initial_screening/images/screening/airplane_to_sky/original/seed_58.png
screening,2,airplane_to_sky,airplane,sky,a photo of an airplane,original,59,0.2682240307331085,0.19460856914520264,-0.07361546158790588,airplane,False,0.14369632303714752,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/initial_screening/images/screening/airplane_to_sky/original/seed_59.png
screening,2,airplane_to_sky,airplane,sky,a photo of an airplane,original,60,0.2751723527908325,0.2119954377412796,-0.06317691504955292,airplane,False,0.19429107010364532,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/initial_screening/images/screening/airplane_to_sky/original/seed_60.png
screening,2,airplane_to_sky,airplane,sky,a photo of an airplane,original,61,0.2395133078098297,0.1776021122932434,-0.061911195516586304,airplane,False,0.2695123851299286,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/initial_screening/images/screening/airplane_to_sky/original/seed_61.png
screening,2,airplane_to_sky,airplane,sky,a photo of an airplane,single_vector_airplane_to_sky,42,0.2724965512752533,0.17828597128391266,-0.09421057999134064,airplane,False,0.2425984889268875,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/initial_screening/images/screening/airplane_to_sky/single_vector_airplane_to_sky/seed_42.png
screening,2,airplane_to_sky,airplane,sky,a photo of an airplane,single_vector_airplane_to_sky,43,0.27886244654655457,0.23425640165805817,-0.0446060448884964,airplane,False,0.21831350028514862,/home/daniel1012/projects/machine_unlearning/orthogonal-concept-erasure/experiments/correspondence_diagnostic/outputs/initial_screening/images/screening/airplane_to_sky/single_vector_airplane_to_sky/seed_43.png
