edit_seed,variant,role,concept,accuracy,delta_vs_official
20260821,constant_mean,retain,granny smith,20.833333333333332,0.8333333333333321
20260821,constant_mean,target,yawl,36.666666666666664,1.6666666666666643
20260821,constant_mean,target,lifeboat,3.3333333333333335,-2.4999999999999996
20260821,constant_mean,retain,speedboat,97.5,-0.8333333333333286
20260821,constant_mean,retain,catamaran,90.0,0.8333333333333286
20260821,constant_mean,retain,schooner,90.0,0.8333333333333286
20260821,constant_mean,target,soccer ball,37.5,0.8333333333333357
20260821,constant_mean,target,volleyball,9.166666666666666,-1.6666666666666679
20260821,constant_mean,retain,tennis ball,19.166666666666668,1.6666666666666679
20260821,constant_mean,retain,rugby ball,30.0,-1.6666666666666679
20260821,constant_mean,retain,ping-pong ball,32.5,-3.3333333333333357
20260821,shuffled,target,golden retriever,13.333333333333334,1.6666666666666679
20260821,shuffled,target,labrador retriever,20.833333333333332,1.6666666666666643
20260821,shuffled,retain,german shepherd,49.166666666666664,1.6666666666666643
20260821,shuffled,retain,chesapeake bay retriever,8.333333333333334,1.666666666666667
20260821,shuffled,retain,pug,81.66666666666667,-0.8333333333333286
20260821,shuffled,target,tabby,10.0,0.8333333333333339
20260821,shuffled,target,tiger cat,43.333333333333336,0.0
20260821,shuffled,retain,persian cat,18.333333333333332,-0.8333333333333357
20260821,shuffled,retain,siamese cat,35.833333333333336,0.0
20260821,shuffled,retain,egyptian cat,0.8333333333333334,0.8333333333333334
20260821,shuffled,target,orange,5.833333333333333,-1.666666666666667
20260821,shuffled,target,lemon,11.666666666666666,0.8333333333333321
20260821,shuffled,retain,pomegranate,15.833333333333334,-2.4999999999999982
20260821,shuffled,retain,fig,15.833333333333334,0.8333333333333339
20260821,shuffled,retain,granny smith,21.666666666666668,1.6666666666666679
20260821,shuffled,target,yawl,35.833333333333336,0.8333333333333357
20260821,shuffled,target,lifeboat,5.0,-0.833333333333333
20260821,shuffled,retain,speedboat,97.5,-0.8333333333333286
20260821,shuffled,retain,catamaran,86.66666666666667,-2.5
20260821,shuffled,retain,schooner,90.0,0.8333333333333286
20260821,shuffled,target,soccer ball,35.833333333333336,-0.8333333333333286
20260821,shuffled,target,volleyball,12.5,1.666666666666666
20260821,shuffled,retain,tennis ball,18.333333333333332,0.8333333333333321
20260821,shuffled,retain,rugby ball,30.833333333333332,-0.8333333333333357
20260821,shuffled,retain,ping-pong ball,36.666666666666664,0.8333333333333286
20260821,identity_B,target,golden retriever,15.0,3.333333333333334
20260821,identity_B,target,labrador retriever,19.166666666666668,0.0
20260821,identity_B,retain,german shepherd,45.0,-2.5
20260821,identity_B,retain,chesapeake bay retriever,8.333333333333334,1.666666666666667
20260821,identity_B,retain,pug,81.66666666666667,-0.8333333333333286
20260821,identity_B,target,tabby,11.666666666666666,2.5
20260821,identity_B,target,tiger cat,44.166666666666664,0.8333333333333286
20260821,identity_B,retain,persian cat,20.0,0.8333333333333321
20260821,identity_B,retain,siamese cat,39.166666666666664,3.3333333333333286
20260821,identity_B,retain,egyptian cat,0.0,0.0
20260821,identity_B,target,orange,6.666666666666667,-0.833333333333333
20260821,identity_B,target,lemon,10.833333333333334,0.0
20260821,identity_B,retain,pomegranate,18.333333333333332,0.0
20260821,identity_B,retain,fig,13.333333333333334,-1.666666666666666
20260821,identity_B,retain,granny smith,21.666666666666668,1.6666666666666679
20260821,identity_B,target,yawl,35.0,0.0
20260821,identity_B,target,lifeboat,5.0,-0.833333333333333
20260821,identity_B,retain,speedboat,97.5,-0.8333333333333286
20260821,identity_B,retain,catamaran,90.0,0.8333333333333286
20260821,identity_B,retain,schooner,90.0,0.8333333333333286
20260821,identity_B,target,soccer ball,33.333333333333336,-3.3333333333333286
20260821,identity_B,target,volleyball,11.666666666666666,0.8333333333333321
20260821,identity_B,retain,tennis ball,18.333333333333332,0.8333333333333321
20260821,identity_B,retain,rugby ball,28.333333333333332,-3.3333333333333357
20260821,identity_B,retain,ping-pong ball,34.166666666666664,-1.6666666666666714
20260822,official,target,golden retriever,13.333333333333334,
20260822,official,target,labrador retriever,19.166666666666668,
20260822,official,retain,german shepherd,43.333333333333336,
20260822,official,retain,chesapeake bay retriever,10.0,
20260822,official,retain,pug,84.16666666666667,
20260822,official,target,tabby,12.5,
20260822,official,target,tiger cat,42.5,
20260822,official,retain,persian cat,20.0,
20260822,official,retain,siamese cat,35.0,
20260822,official,retain,egyptian cat,0.0,
20260822,official,target,orange,9.166666666666666,
20260822,official,target,lemon,11.666666666666666,
20260822,official,retain,pomegranate,19.166666666666668,
20260822,official,retain,fig,15.0,
20260822,official,retain,granny smith,20.833333333333332,
20260822,official,target,yawl,39.166666666666664,
20260822,official,target,lifeboat,5.0,
20260822,official,retain,speedboat,98.33333333333333,
20260822,official,retain,catamaran,88.33333333333333,
20260822,official,retain,schooner,90.83333333333333,
20260822,official,target,soccer ball,34.166666666666664,
20260822,official,target,volleyball,10.833333333333334,
20260822,official,retain,tennis ball,16.666666666666668,
20260822,official,retain,rugby ball,27.5,
20260822,official,retain,ping-pong ball,34.166666666666664,
20260822,constant_mean,target,golden retriever,12.5,-0.8333333333333339
20260822,constant_mean,target,labrador retriever,20.833333333333332,1.6666666666666643
20260822,constant_mean,retain,german shepherd,47.5,4.166666666666664
20260822,constant_mean,retain,chesapeake bay retriever,6.666666666666667,-3.333333333333333
20260822,constant_mean,retain,pug,83.33333333333333,-0.8333333333333428
20260822,constant_mean,target,tabby,11.666666666666666,-0.8333333333333339
20260822,constant_mean,target,tiger cat,41.666666666666664,-0.8333333333333357
20260822,constant_mean,retain,persian cat,22.5,2.5
20260822,constant_mean,retain,siamese cat,35.0,0.0
20260822,constant_mean,retain,egyptian cat,0.0,0.0
20260822,constant_mean,target,orange,6.666666666666667,-2.499999999999999
20260822,constant_mean,target,lemon,10.0,-1.666666666666666
20260822,constant_mean,retain,pomegranate,17.5,-1.6666666666666679
20260822,constant_mean,retain,fig,14.166666666666666,-0.8333333333333339
20260822,constant_mean,retain,granny smith,21.666666666666668,0.8333333333333357
20260822,constant_mean,target,yawl,35.833333333333336,-3.3333333333333286
20260822,constant_mean,target,lifeboat,4.166666666666667,-0.833333333333333
20260822,constant_mean,retain,speedboat,97.5,-0.8333333333333286
20260822,constant_mean,retain,catamaran,89.16666666666667,0.8333333333333428
20260822,constant_mean,retain,schooner,90.83333333333333,0.0
20260822,constant_mean,target,soccer ball,35.0,0.8333333333333357
20260822,constant_mean,target,volleyball,10.833333333333334,0.0
20260822,constant_mean,retain,tennis ball,20.0,3.333333333333332
20260822,constant_mean,retain,rugby ball,28.333333333333332,0.8333333333333321
20260822,constant_mean,retain,ping-pong ball,36.666666666666664,2.5
20260822,shuffled,target,golden retriever,13.333333333333334,0.0
20260822,shuffled,target,labrador retriever,20.0,0.8333333333333321
20260822,shuffled,retain,german shepherd,43.333333333333336,0.0
20260822,shuffled,retain,chesapeake bay retriever,8.333333333333334,-1.666666666666666
20260822,shuffled,retain,pug,83.33333333333333,-0.8333333333333428
20260822,shuffled,target,tabby,11.666666666666666,-0.8333333333333339
20260822,shuffled,target,tiger cat,41.666666666666664,-0.8333333333333357
20260822,shuffled,retain,persian cat,19.166666666666668,-0.8333333333333321
20260822,shuffled,retain,siamese cat,35.0,0.0
20260822,shuffled,retain,egyptian cat,0.0,0.0
20260822,shuffled,target,orange,7.5,-1.666666666666666
20260822,shuffled,target,lemon,9.166666666666666,-2.5
20260822,shuffled,retain,pomegranate,20.0,0.8333333333333321
20260822,shuffled,retain,fig,14.166666666666666,-0.8333333333333339
20260822,shuffled,retain,granny smith,20.833333333333332,0.0
20260822,shuffled,target,yawl,37.5,-1.6666666666666643
20260822,shuffled,target,lifeboat,4.166666666666667,-0.833333333333333
20260822,shuffled,retain,speedboat,98.33333333333333,0.0
20260822,shuffled,retain,catamaran,89.16666666666667,0.8333333333333428
20260822,shuffled,retain,schooner,92.5,1.6666666666666714
20260822,shuffled,target,soccer ball,34.166666666666664,0.0
20260822,shuffled,target,volleyball,12.5,1.666666666666666
20260822,shuffled,retain,tennis ball,17.5,0.8333333333333321
20260822,shuffled,retain,rugby ball,29.166666666666668,1.6666666666666679
20260822,shuffled,retain,ping-pong ball,33.333333333333336,-0.8333333333333286
20260822,identity_B,target,golden retriever,15.0,1.666666666666666
20260822,identity_B,target,labrador retriever,19.166666666666668,0.0
20260822,identity_B,retain,german shepherd,44.166666666666664,0.8333333333333286
20260822,identity_B,retain,chesapeake bay retriever,10.833333333333334,0.8333333333333339
20260822,identity_B,retain,pug,81.66666666666667,-2.5
20260822,identity_B,target,tabby,13.333333333333334,0.8333333333333339
20260822,identity_B,target,tiger cat,44.166666666666664,1.6666666666666643
20260822,identity_B,retain,persian cat,20.833333333333332,0.8333333333333321
20260822,identity_B,retain,siamese cat,39.166666666666664,4.166666666666664
20260822,identity_B,retain,egyptian cat,0.8333333333333334,0.8333333333333334
20260822,identity_B,target,orange,6.666666666666667,-2.499999999999999
20260822,identity_B,target,lemon,10.833333333333334,-0.8333333333333321
20260822,identity_B,retain,pomegranate,17.5,-1.6666666666666679
20260822,identity_B,retain,fig,12.5,-2.5
20260822,identity_B,retain,granny smith,20.833333333333332,0.0
20260822,identity_B,target,yawl,36.666666666666664,-2.5
20260822,identity_B,target,lifeboat,2.5,-2.5
20260822,identity_B,retain,speedboat,98.33333333333333,0.0
20260822,identity_B,retain,catamaran,90.0,1.6666666666666714
20260822,identity_B,retain,schooner,90.0,-0.8333333333333286
20260822,identity_B,target,soccer ball,31.666666666666668,-2.4999999999999964
20260822,identity_B,target,volleyball,11.666666666666666,0.8333333333333321
20260822,identity_B,retain,tennis ball,20.0,3.333333333333332
20260822,identity_B,retain,rugby ball,30.833333333333332,3.333333333333332
20260822,identity_B,retain,ping-pong ball,34.166666666666664,0.0
20260823,official,target,golden retriever,13.333333333333334,
20260823,official,target,labrador retriever,19.166666666666668,
20260823,official,retain,german shepherd,46.666666666666664,
20260823,official,retain,chesapeake bay retriever,11.666666666666666,
20260823,official,retain,pug,82.5,
20260823,official,target,tabby,10.833333333333334,
20260823,official,target,tiger cat,43.333333333333336,
20260823,official,retain,persian cat,18.333333333333332,
20260823,official,retain,siamese cat,36.666666666666664,
20260823,official,retain,egyptian cat,0.0,
20260823,official,target,orange,6.666666666666667,
20260823,official,target,lemon,10.0,
20260823,official,retain,pomegranate,16.666666666666668,
20260823,official,retain,fig,15.0,
20260823,official,retain,granny smith,18.333333333333332,
20260823,official,target,yawl,35.0,
20260823,official,target,lifeboat,3.3333333333333335,
20260823,official,retain,speedboat,98.33333333333333,
20260823,official,retain,catamaran,92.5,
20260823,official,retain,schooner,90.83333333333333,
20260823,official,target,soccer ball,35.0,
20260823,official,target,volleyball,11.666666666666666,
20260823,official,retain,tennis ball,19.166666666666668,
20260823,official,retain,rugby ball,31.666666666666668,
20260823,official,retain,ping-pong ball,33.333333333333336,
20260823,constant_mean,target,golden retriever,13.333333333333334,0.0
20260823,constant_mean,target,labrador retriever,19.166666666666668,0.0
20260823,constant_mean,retain,german shepherd,49.166666666666664,2.5
20260823,constant_mean,retain,chesapeake bay retriever,10.0,-1.666666666666666
20260823,constant_mean,retain,pug,81.66666666666667,-0.8333333333333286
20260823,constant_mean,target,tabby,12.5,1.666666666666666
20260823,constant_mean,target,tiger cat,42.5,-0.8333333333333357
20260823,constant_mean,retain,persian cat,19.166666666666668,0.8333333333333357
20260823,constant_mean,retain,siamese cat,36.666666666666664,0.0
20260823,constant_mean,retain,egyptian cat,0.0,0.0
20260823,constant_mean,target,orange,6.666666666666667,0.0
20260823,constant_mean,target,lemon,11.666666666666666,1.666666666666666
20260823,constant_mean,retain,pomegranate,18.333333333333332,1.6666666666666643
20260823,constant_mean,retain,fig,14.166666666666666,-0.8333333333333339
20260823,constant_mean,retain,granny smith,20.833333333333332,2.5
20260823,constant_mean,target,yawl,39.166666666666664,4.166666666666664
20260823,constant_mean,target,lifeboat,5.0,1.6666666666666665
20260823,constant_mean,retain,speedboat,98.33333333333333,0.0
20260823,constant_mean,retain,catamaran,90.0,-2.5
20260823,constant_mean,retain,schooner,90.83333333333333,0.0
20260823,constant_mean,target,soccer ball,37.5,2.5
20260823,constant_mean,target,volleyball,10.0,-1.666666666666666
20260823,constant_mean,retain,tennis ball,19.166666666666668,0.0
20260823,constant_mean,retain,rugby ball,28.333333333333332,-3.3333333333333357
20260823,constant_mean,retain,ping-pong ball,34.166666666666664,0.8333333333333286
20260823,shuffled,target,golden retriever,13.333333333333334,0.0
20260823,shuffled,target,labrador retriever,18.333333333333332,-0.8333333333333357
20260823,shuffled,retain,german shepherd,49.166666666666664,2.5
20260823,shuffled,retain,chesapeake bay retriever,10.833333333333334,-0.8333333333333321
20260823,shuffled,retain,pug,82.5,0.0
20260823,shuffled,target,tabby,11.666666666666666,0.8333333333333321
20260823,shuffled,target,tiger cat,43.333333333333336,0.0
20260823,shuffled,retain,persian cat,18.333333333333332,0.0
20260823,shuffled,retain,siamese cat,35.0,-1.6666666666666643
20260823,shuffled,retain,egyptian cat,0.0,0.0
20260823,shuffled,target,orange,5.833333333333333,-0.8333333333333339
20260823,shuffled,target,lemon,10.0,0.0
20260823,shuffled,retain,pomegranate,15.833333333333334,-0.8333333333333339
20260823,shuffled,retain,fig,15.833333333333334,0.8333333333333339
20260823,shuffled,retain,granny smith,20.833333333333332,2.5
20260823,shuffled,target,yawl,35.833333333333336,0.8333333333333357
20260823,shuffled,target,lifeboat,4.166666666666667,0.8333333333333335
20260823,shuffled,retain,speedboat,98.33333333333333,0.0
20260823,shuffled,retain,catamaran,92.5,0.0
20260823,shuffled,retain,schooner,92.5,1.6666666666666714
20260823,shuffled,target,soccer ball,31.666666666666668,-3.333333333333332
20260823,shuffled,target,volleyball,10.0,-1.666666666666666
20260823,shuffled,retain,tennis ball,18.333333333333332,-0.8333333333333357
20260823,shuffled,retain,rugby ball,30.833333333333332,-0.8333333333333357
20260823,shuffled,retain,ping-pong ball,33.333333333333336,0.0
20260823,identity_B,target,golden retriever,14.166666666666666,0.8333333333333321
20260823,identity_B,target,labrador retriever,19.166666666666668,0.0
20260823,identity_B,retain,german shepherd,44.166666666666664,-2.5
20260823,identity_B,retain,chesapeake bay retriever,10.833333333333334,-0.8333333333333321
20260823,identity_B,retain,pug,81.66666666666667,-0.8333333333333286
20260823,identity_B,target,tabby,13.333333333333334,2.5
20260823,identity_B,target,tiger cat,43.333333333333336,0.0
20260823,identity_B,retain,persian cat,20.833333333333332,2.5
20260823,identity_B,retain,siamese cat,37.5,0.8333333333333357
20260823,identity_B,retain,egyptian cat,0.8333333333333334,0.8333333333333334
20260823,identity_B,target,orange,7.5,0.833333333333333
20260823,identity_B,target,lemon,9.166666666666666,-0.8333333333333339
20260823,identity_B,retain,pomegranate,17.5,0.8333333333333321
20260823,identity_B,retain,fig,12.5,-2.5
20260823,identity_B,retain,granny smith,20.833333333333332,2.5
20260823,identity_B,target,yawl,38.333333333333336,3.3333333333333357
20260823,identity_B,target,lifeboat,5.0,1.6666666666666665
20260823,identity_B,retain,speedboat,98.33333333333333,0.0
20260823,identity_B,retain,catamaran,90.0,-2.5
20260823,identity_B,retain,schooner,95.0,4.166666666666671
20260823,identity_B,target,soccer ball,33.333333333333336,-1.6666666666666643
20260823,identity_B,target,volleyball,10.833333333333334,-0.8333333333333321
20260823,identity_B,retain,tennis ball,19.166666666666668,0.0
20260823,identity_B,retain,rugby ball,27.5,-4.166666666666668
20260823,identity_B,retain,ping-pong ball,33.333333333333336,0.0
20260824,official,target,golden retriever,12.5,
20260824,official,target,labrador retriever,18.333333333333332,
20260824,official,retain,german shepherd,46.666666666666664,
20260824,official,retain,chesapeake bay retriever,6.666666666666667,
20260824,official,retain,pug,80.83333333333333,
20260824,official,target,tabby,12.5,
20260824,official,target,tiger cat,44.166666666666664,
20260824,official,retain,persian cat,20.833333333333332,
20260824,official,retain,siamese cat,36.666666666666664,
20260824,official,retain,egyptian cat,0.0,
20260824,official,target,orange,7.5,
20260824,official,target,lemon,10.0,
20260824,official,retain,pomegranate,16.666666666666668,
20260824,official,retain,fig,15.0,
20260824,official,retain,granny smith,20.833333333333332,
20260824,official,target,yawl,39.166666666666664,
20260824,official,target,lifeboat,5.0,
20260824,official,retain,speedboat,98.33333333333333,
20260824,official,retain,catamaran,90.83333333333333,
20260824,official,retain,schooner,90.0,
20260824,official,target,soccer ball,33.333333333333336,
20260824,official,target,volleyball,7.5,
20260824,official,retain,tennis ball,20.0,
20260824,official,retain,rugby ball,25.833333333333332,
20260824,official,retain,ping-pong ball,34.166666666666664,
20260824,constant_mean,target,golden retriever,12.5,0.0
20260824,constant_mean,target,labrador retriever,20.833333333333332,2.5
20260824,constant_mean,retain,german shepherd,50.0,3.3333333333333357
20260824,constant_mean,retain,chesapeake bay retriever,8.333333333333334,1.666666666666667
20260824,constant_mean,retain,pug,82.5,1.6666666666666714
20260824,constant_mean,target,tabby,10.833333333333334,-1.666666666666666
20260824,constant_mean,target,tiger cat,42.5,-1.6666666666666643
20260824,constant_mean,retain,persian cat,19.166666666666668,-1.6666666666666643
20260824,constant_mean,retain,siamese cat,37.5,0.8333333333333357
20260824,constant_mean,retain,egyptian cat,0.0,0.0
20260824,constant_mean,target,orange,5.833333333333333,-1.666666666666667
20260824,constant_mean,target,lemon,10.833333333333334,0.8333333333333339
20260824,constant_mean,retain,pomegranate,18.333333333333332,1.6666666666666643
20260824,constant_mean,retain,fig,11.666666666666666,-3.333333333333334
20260824,constant_mean,retain,granny smith,20.0,-0.8333333333333321
20260824,constant_mean,target,yawl,38.333333333333336,-0.8333333333333286
20260824,constant_mean,target,lifeboat,3.3333333333333335,-1.6666666666666665
20260824,constant_mean,retain,speedboat,97.5,-0.8333333333333286
20260824,constant_mean,retain,catamaran,89.16666666666667,-1.6666666666666572
20260824,constant_mean,retain,schooner,94.16666666666667,4.166666666666671
20260824,constant_mean,target,soccer ball,34.166666666666664,0.8333333333333286
20260824,constant_mean,target,volleyball,9.166666666666666,1.666666666666666
20260824,constant_mean,retain,tennis ball,20.0,0.0
20260824,constant_mean,retain,rugby ball,30.0,4.166666666666668
20260824,constant_mean,retain,ping-pong ball,35.833333333333336,1.6666666666666714
20260824,shuffled,target,golden retriever,12.5,0.0
20260824,shuffled,target,labrador retriever,19.166666666666668,0.8333333333333357
20260824,shuffled,retain,german shepherd,46.666666666666664,0.0
20260824,shuffled,retain,chesapeake bay retriever,11.666666666666666,4.999999999999999
20260824,shuffled,retain,pug,83.33333333333333,2.5
20260824,shuffled,target,tabby,10.833333333333334,-1.666666666666666
20260824,shuffled,target,tiger cat,44.166666666666664,0.0
20260824,shuffled,retain,persian cat,20.833333333333332,0.0
20260824,shuffled,retain,siamese cat,37.5,0.8333333333333357
20260824,shuffled,retain,egyptian cat,0.8333333333333334,0.8333333333333334
20260824,shuffled,target,orange,7.5,0.0
20260824,shuffled,target,lemon,8.333333333333334,-1.666666666666666
20260824,shuffled,retain,pomegranate,17.5,0.8333333333333321
20260824,shuffled,retain,fig,14.166666666666666,-0.8333333333333339
20260824,shuffled,retain,granny smith,20.833333333333332,0.0
20260824,shuffled,target,yawl,38.333333333333336,-0.8333333333333286
20260824,shuffled,target,lifeboat,5.0,0.0
20260824,shuffled,retain,speedboat,98.33333333333333,0.0
20260824,shuffled,retain,catamaran,90.83333333333333,0.0
20260824,shuffled,retain,schooner,90.83333333333333,0.8333333333333286
20260824,shuffled,target,soccer ball,35.833333333333336,2.5
20260824,shuffled,target,volleyball,8.333333333333334,0.8333333333333339
20260824,shuffled,retain,tennis ball,20.833333333333332,0.8333333333333321
20260824,shuffled,retain,rugby ball,25.833333333333332,0.0
20260824,shuffled,retain,ping-pong ball,35.0,0.8333333333333357
20260824,identity_B,target,golden retriever,15.833333333333334,3.333333333333334
20260824,identity_B,target,labrador retriever,19.166666666666668,0.8333333333333357
20260824,identity_B,retain,german shepherd,43.333333333333336,-3.3333333333333286
